"col","row","z"
2648,647,0
401,690,0
2526,881.5,0
1368,1092,0
314,1404,0
1973.6,1591.8,0
2598,1607,0
2161,2136,0
2878,2493.5,0
468,2683,0
482,2699,0
2552.5,2919,0
282,315,1
459,343,1
2192,406,1
602,709,1
604,709,1
347,760,1
2621,853,1
2623,853.33,1.6667
1246,859,1
2161,2138,1
2111,2340,1
2253,2432,1
949,2636,1
657,2827,1
2554,2915,1
1864,223,2
437.67,476.33,2
403,686.5,2
347,762,2
357.2,779.4,2
353,784,2
365,793,2
354.67,865.67,2
2083,884,2
754,974.5,2
307,983,2
1513,997,2
1030,1465,2
2267,1476,2
1395,1788,2
1053,1802,2
1066,1867,2
1780,2073,2
324.33,2090.7,2
2534,2115,2
2700,2146,2
1298,2244,2
1298,2246,2
2770,2431,2
2770,2433,2
378,2547,2
380,2549,2
923,2729,2
2790,2795,2
2785,2807,2
2764,2833.5,2
2766,2833.5,2
2758,2839,2
649.67,2859.7,2
871,2870,2
2695,2895,2
2669.2,2910.5,2.2308
2451,2945,2
1431,2982,2
1616,3032,2
1692,764,3
1741,989,3
1956,1040,3
2790.9,1698.6,3.871
1027,1854,3
975,2144,3
1969,2177,3
1300,2244,3
1779,2424,3
2766,2431,3
2816,2467,3
2596,2651,3
2596,2653,3
1024,2740,3
1373,2796,3
2740,2842,3
1649,2953,3.5
1760,363,4
622,534,4
1984,883,4
1541,944,4
2836.2,1272.2,4
1024,1459,4
2809,1633,4
2807,1637,4
1079.5,1669.5,4
1006,1972,4
630,1995,4
2765,2066,4
2767,2066,4
2769,2066,4
2767,2068,4
2769,2068,4
2284.5,2117,4.5
2285.7,2119,4.6667
2652.6,2132.8,4
2649,2148,4
2542,2491,4
1720,2512,4
2794,2795,4
2747,2827,4
1081,3023,4
1134,201,5
1841,270,5
1777,410,5
618,531,5
1015,567.5,5
1050,671,5
2633,902,5
959.5,1075,5
763,1287,5
1938,1634,5
2832,1943.5,5
2834,1947,5
1976,1956,5
1217,2145,5
1226,2225,5
2816.5,2467,5
2510,2607.5,5
1330,2640,5
1591,2740,5
1839,273,6
2593.6,297.2,6
1763,366,6
2451,398.5,6
2542,435,6
2228,472,6
622,530,6
2028.7,1145,6.3333
2236,1177,6
835,1248.5,6
522,1429,6
1214,1943,6
1013,2172.5,6
1383,2179.5,6
2319,2684,6
2456,397,7
1776,408.4,7
447,458,7
2798.7,479.67,7
1016,558.5,7
2744.5,560,7
1676,716,7
2525,933,7
2193,1060,7
1268,1068,7
1268,1070,7
497,1412,7
1371,1555,7
946,1769.7,7.3333
1204,1777,7
2651,2691,7
2823,2733,7
2250,270,8
435,321,8
1375,354.5,8
2695,807,8
317.67,870,8.6667
314,1139,8
1668,2037,8
1316.5,2158,8
2777,2771,8
1110,2834,8
804.5,210,9
1247,214,9
940.5,215,9
1132,329,9
1132,331,9
1134,331,9
2492,411,9
2172,625,9
2122.9,797.88,9.75
1665.7,909.67,9
2666,1297,9
1308,1576,9
1474,1836,9
1718,2587,9
2574.7,2649.7,9.5
2511,2701,9
2458,2764,9
777.5,2829,9
839,2840,9
2264.5,2845,9
923,2863,9
2238.7,2872.3,9
2056,2944,9
2078,2946,9
1272,2969,9
649,651.5,10
1612,1729,10.5
1430,1899,10
1241,2080,10
2434.5,2250,10
1454,2575,10
2638,2597,10
2597,2626,10
2581,2646,10
2444,2765,10
741,2802,10
822,2834,10
2083.5,2941,10
1744,2973,10
1437,2992,10
1617,3003.5,10.5
