"col","row","z"
411,434,0
549.6,434.6,0.4
635,443,0
465,447.2,0.4
433,449,0
604.67,464.67,0
632,466,0
629.5,467,0
548,469,0
598,472,0
641,473,0
419,477,0
561.27,485.73,0.2727
433,489.5,0
506.67,491.67,0
546,494,0
325,499,0
753.5,498.5,0.5
634,506,0
812,506,0
811,508,0
636.33,509.33,0
461,510,0
466,510,0
469,511,0
471,511.5,0
862,513,0
804,514,0
462,519,0
464,519,0
911,523.5,0
830.33,524.67,0
704.6,525.4,0.4
778.07,526.07,0.6429
573.4,528.8,0.4
303,532,0
317,533,0
523.58,533.12,1.3846
782,533.5,0
728,535,0
730,535,0
851,537,0
738.5,540,0.5
853,539.67,0.6667
484,541,0
740,542,0
436,544,0
740,544,0
662,548.5,0
651.33,551.08,0.5833
935.5,550.5,0
579,551,0
574,553.5,0
725,553,0
926,553,0
583,554,0
487,555.5,0
583,556,0
919,556,0
837,557,0
1041,558,0
883.8,561.4,0.6
431,561,0
692,561,0.5
726,562,0
728,562,0.5
312.5,564.5,0
484,567,0
943.67,567.67,0
684,568.25,1
980.67,568.67,1
379,569,0
841,571,0
692.29,573,1.2857
947,573,0
841,574.5,0
897.5,578,0
903,579.5,0
905.43,579.43,0.5714
988,579,0
452.5,581.82,0.5
639.08,581.85,0.5385
570.91,580.13,1.8261
665,584,0.5
387,586,0
923,588,0
1024.7,589.64,0.5455
839,589,0
851,589,0
922.5,590,0
907.5,594,0
367.78,595.56,0.5556
1001,601,0
307,603,0
1105.6,606.5,0.8571
687,606,0
646.5,608,0.5
933.12,610,0.375
1033.2,609,0.4
717.58,614.5,0
904,616.5,0
356,622,0
572,623.5,0
685.12,627.12,0
498,627,0
1082,628.33,0.3333
743.5,630,0
1099,630,0
1101,630,0
573.5,631.5,0
917,632,0.5
1125,632,0
524,633,0
685,633,0
647,634,0
1097,634,0
1123,634,0
1125,635.5,0
710,636.86,1.1429
708,639.8,0.8
913,641,0.5
588,642,0.5
894.75,642.25,0
907.5,642,0.5
298,644,0
1237,644.5,0
298,646,0
439.92,648.08,1.5
639,649,0
937,650,0.5
514.8,652.4,0
575,654,0.5
931,656,0
1366,658,0.6667
1310,658,0
797,659,0
874,659,0
642,660,0
1048.5,660,0.5
1308,660,0
873.5,661,0
1262,661,0
958,662,0
960,662,0
1049,662,0
1381,662.5,0
575,664,0
667.5,666,0.5
1126.5,665.5,1.6667
806,667,0
609,668,0
871,668,0.5
1417,668,0
539.3,671.8,0
726.2,668.4,1.2
1017,669.67,0.3333
545.4,669.6,0.6
749.33,672.5,0.3333
455,673,0
734.67,674.83,0.5833
621.75,675.62,1.125
751.31,678.15,0.6923
316,679,0
649,679,0
836,680,1.25
1216,679,0
544,680.37,0.9259
579.25,682.25,1
1451.1,686.75,0.5
493,685,0
772,685,0.5
841.33,685.33,0
839,686,0
1386.7,687.4,0.4
837,687.5,0
1229.5,687,0.5
350,688,0
618.22,688.61,1.8333
1171.5,689,0.5
1230,689,0.5
1380.2,689.75,0
1368.5,690,0
230.75,692,0
520,691.5,0
522,691.5,0
601,691,0
1229.7,691.33,0
259.5,692.5,0
548,690.4,1.4
1555,692,0
234,693,0
255.4,694.4,0.6
548,694,0.5
1144,694,0
1146,694,0
1375.5,695.67,0
972.89,697,0.3333
829,697.5,0
506.67,698.67,0
617,698,0
1385,698,0
1385,700,0
788,701,0
1228,701.5,0
847.77,703.23,1.0769
1021,702,0
506.5,703,0
1206.9,702.06,2.1212
544.5,705.5,0
1131.8,705,0.2
1236,705,0
751,707,0
753,707,0
1447.3,708.67,0
1218,710,0.5
1255.7,713.18,0.3636
1272.3,712,0.5385
1041,712,0
1228,713.2,0.4
304,713,0
1226,713.5,0.5
1041,714,0
803.5,715.7,0.9
1210.7,716.33,0
1213.3,716.67,0
774,717.6,0.6
489.33,718,0.3333
820,718,0
858,718.8,1.2
1421.5,718.5,0
751,720,0
825,720,0
1351,722,0
1565.6,724.25,0.625
338,724,0
573.67,724,0.3333
793,724,0
336,725,0
1143,725,0.5
602.71,726.57,0.5714
1379,726.5,0
336,727,0
486.25,728,1.25
545.67,728.33,0
635.5,729.5,0
486,730,0.5
1542,730.67,0.3333
500.33,731.67,0
1456.5,731.5,0
1444,733.5,0.75
1568,733,0
847,734,0
1611,738,0
1234,742,0
225.5,744,0
505,747.12,0.875
1215.8,745.2,1.2
1553.1,748.17,1.5556
743.5,749.25,0
370,752,0
372,752,0
1648.6,752.8,0
1626,754,0
494.6,756.7,0.4
779,755,0
1230,755,0.5
1205,756,0.6667
1648.7,756.67,0
332,757,0
750,757.5,0
499.75,760.25,0.75
1121,762,0
1672,762,0
585,763,0
1121,764,0
581.93,765.53,0.5333
738.36,765.08,1.04
311,766,0
410.5,766,0
494,766.5,0
574,767,0
1341,766,0
491,767,0
1340.5,768.5,0
464,769,0
890,769,0
1153,769,0.5
1577,771,0
756,772.5,0
890,772,0
1575,772,0
404.57,774,1.2857
655.35,773.82,1.6471
1677,773,0
548.67,774.67,0
826,774,0
756,775,0
826,776,0
1120.8,776.5,1.3333
571.3,779.2,0.7
893,777,0
1162,777.33,0.3333
1160,778,0.5
1707.8,780,0.6667
536,779.5,0
1142,780.12,0.375
1780,780.5,0
1296.3,780.67,0.8333
438.75,782,0.5
645,782,0
806,782,0
935,782,0
1585,784.67,0
1268,785,0
1466.8,786.5,0.1667
1336,786.29,0.7143
513,787,0
515,787,0.5
951,787.5,0
1099,788,0.5
1016.3,789,0.3333
498.67,790.67,0
836,790.33,0
345,791,0
249,792,0
685.5,792,0
810.33,793.33,0.5556
1136,792.5,0
1255,792,0
1713,792,0
596.5,795,0.625
784,794.5,0
932,794,0
259.5,795,0.5
609,795,0
782,795,0
325.67,798.67,0.2
437,796,0.5
464,796,0
932,796,0.5
936,796,0.5
1019,797,0
1031.6,797.2,0.4
1705,797,0
1312,798,0.5
917.36,799.55,1.4545
1017,799,0
237.5,800.5,0
389.45,799.14,1.1818
715,800,0
414.33,801.33,0
870.25,801.75,0.25
1054,799.8,1.2
1492,801,0.5
1044,803,0
1764,806,0
811.5,808.25,0.5625
894,807,0.5
1731,807,0
725,808,0
885,808,0
887,808,0
297.67,810.33,0.3333
481.3,808.7,0.6
798.56,811.83,0.3333
875.1,807.5,1.5
1282,809.5,0
667,810,0
884,810,1.2
1142,810,0
1144,810,0
925.12,811.25,0.875
1277.6,811.38,0.375
1977,811.5,0
384,812.5,0
304.67,814.67,0
386,814,0
389,814,0
391,814,0
788,814,0
480,815,0
659,815,0
551,817.21,1.4583
1631,817,1
712,818,0.3333
986,819,0
842.8,820.4,0.6
475,820.25,0.75
773,821,0
966.5,822.25,1.4375
990,823,0
423,824,0
758,824,0
910,824,0.5
912,824,0
672.54,824.77,1.1538
681.33,829.67,0
818,830,0
1666,831,0
440.1,833.2,1.2
449.29,833,0.5714
845,833,0
1091.7,833.67,0
910.57,833.14,1.7143
1065,834.2,0.6
1823,834,0
668,835,0
705.45,836.36,0.4545
1067,835.5,0
1074.7,836.05,0.5789
1099,835,0.5
1152,835.5,0
1631.5,835,0
468.33,837,0
569,836,0
1150,836,0
1823,836,0
441,837,0
1099,837,0
1103,837,0
639,838.8,0.4
682.57,838.71,0.4286
966.44,839.78,0.2222
758,841.5,0
824.5,841.5,0
517,843,0.5
519,843,0.5
1821.6,845.2,0.4
707,845,0
965.41,844.65,2.8824
1864,846.75,0
1997.5,847,0.5
388,847,0
1133,847.5,0
880.5,848,0
658,849,0.5
791.25,849,0.75
905,850.5,0
627,851,0
1026,851,0
376,852,0
907.88,852.88,0.125
1320,852,0
1768.6,854.2,1
1655,855,0.5
1046,856,0
1426,856,0.5
2139.5,856,0
347,857,0
349,857,0
724,857,0.5
829.25,857.25,0.625
1274,857.5,0
1850,857,0
1852,857,0
1863.5,857,0
203,859,0
1065.7,858.33,0.3333
1586,859.5,0
1768,859,0
491,860,0
653.21,860.74,1.6842
1800,862.2,0
1868,861,0
1876,861,0
438.71,862.43,1.2857
608.25,862.75,0.5
330,864,0.75
1680,864,0
2063,864,0
202.8,865.4,0.4
402,864.5,1.1667
932,865,0
1060,865,0
1335.2,866,1.3
904,866,0.5
906,866,0
1587.5,868,0
2129,868.67,0
1546,869,0
428.71,871.86,0
2159,872.89,0.3333
306,873,0
1122,874,0.5
2121,874,0
686,875,0
302.5,876.08,2.25
504.5,876,0
1012.5,876,0
