"col","row","z"
818,412,0
715.75,461.75,0
791,576,0
790,578,0
621,593,0
1234.7,593,0.3333
922,595,0
820.33,643.33,0
954,658,0
1287,668,0
1286.8,670,0.6
512.75,689,0
808,688,0.5
618,702,0
982,711,0
414,714.5,0
463.5,717,0
801,740,0
784,743,0
786,743,0
1346,808,0
1346,810,0
984.67,822,0.3333
714,864,0
645.67,878.67,0
1198,895,0
418,902,0
1305,934,0.5
1062,956,0
1366.2,960.75,0.5
1011,963,0
686,971,0
1594,979,0
819,994,0.5
1358.3,994.33,0.6667
1836,998.5,0
449,1000,0
551,1010.5,0
438,1025,0
953,1026,0
1302,1031,0
1794.7,1048,0
813.5,1063,0
1048,1064,0
1429,1067,0
1271,1071,0
846,1080,0
660,1082,0
1602,1091,0
1707.5,1099,0
557,1111,0
1192.2,1116,0.4
1241,1121,0
1065,1126,0
662,1130,0
820,1133.5,0
1078,1152,0
1394,1157,0
1772,1161,0
1774,1161,0
1772,1163,0
955,1168,0
1483,1169,0
1088.7,1172.8,0
637,1188,0
553,1226,0
947,1227,0
1057,1228.7,0.3333
1055,1229,0
1059,1228.7,1
655.67,1241.3,0
1884,1242,0
2096.3,1253,0
1372,1258,0
1445,1264,0
884,1304,0
2230,1311,0
1400,1329,0
2333,1330,0
712,1337,0
1673,1364.5,0
730,1370,0
493,1371.5,0
674,1371,0
646,1379,0
646,1381,0
1893.9,1409,0.5556
1960,1446.9,1.7778
1231,1452,0
993,1457,0
788,1464,0
2000,1466,0
2001.5,1466.4,1.4762
1075,1496,0
2282,1498,0
2284,1498,0
2202.7,1514.7,0
1739,1523,0
378,1532,0
994.74,1538.5,1.2632
541,1544,0
2458,1546,0
2360,1558,0
2362,1558,0
2650,1576,0
1309.5,1579.5,0
686,1580,0
688,1580,0
2035,1586,0
1733,1595,0
1401,1606,0
1000,1613,0
1360,1618,0
800,1620,0
802,1620,0
2874,1624,0
1838,1635.5,0
2131,1643,0
1870,1645,0
2859.5,1660,0
502,1662,0
2858.5,1662,0
1480.5,1663,0
1481,1665,0
501,1669,0
1054,1670,0
1469,1671,0
628.67,1688.7,0
1580,1693,0
2787,1698.5,0
2741,1700,0
2743,1700,0
2745,1700,0
1812,1707,0
1792,1713,0
1102,1725,0
1104,1727,0
2663,1732,0
2796,1751,1
1248,1757,0
2597,1765,0
505,1767,0
1105,1778,0
1107,1778,0
2441,1779,0
2891,1800,0
2627,1808,0
499,1814,0
2467,1814,0
2309,1828,0
2311,1830,0
923,1851,0
2721,1862,0
2049,1871.5,0
3246,1873,0
3248,1873,0
1101,1888,0
1059.5,1891,0
2079,1903,0
2081,1903,0
1719,1912,0
3057.5,1921,0
2038,1922,0
2040,1922,0
3145,1945,0
1887,1952,0
3273,1956,0
925,1957,0
310,1964.5,0
312,1965,0
310,1967,0
312,1967,0
310,1969,0
312,1969,0
439,1972,0
1843,1977,0
1759.5,1993,0
1844,2002,0
1136,2003,0
700,2026,0
1705,2033,0
1705,2035,0
421,2037.5,0
421,2040,0
421.5,2042,0
1798,2043,0
1633,2057,0
1635,2057,0
1060,2058,0
1635,2059,0
467,2074,0
469,2074,0
469,2076,0
1621,2077,0
469,2078,0
2839.3,2078.3,0.3333
3429.8,2082,0
2019.5,2084.5,0
2030,2097,0
1832,2109,0
1832.5,2111,0
2814,2111,0
1316,2119.7,0.3333
1320,2124.5,0
2862.5,2124,0
2834.8,2145.6,1.5263
1257,2146.5,0
2876,2147,0
2878,2147,0
670,2151,0
1253,2150,0
1548.5,2153.5,0
1822,2162,0
3051,2165,0
554,2177,0
580,2186,0
581.14,2189.4,0
1760,2193,0
1443,2196,1.1111
1441.3,2198,0.6667
1809,2203,0
3400.3,2210.7,0.1429
618,2216,0.5
620,2216,0
622,2216,0
2465,2222,0
2467,2222,0
2910.5,2232.5,0
2346.5,2241,0
2630.3,2245,0.6667
2258.4,2247.8,0.125
639,2248,0
2274.5,2249,0
639,2250,0
641,2250,0
643,2250,0
3627,2250,0
643,2252,0
2072.5,2252,0
3670,2252,0
2191,2261,0
2550,2264,0
3094,2265,0
3096,2265,0
2699,2267,0
3098,2267,0
867,2281,0
2111,2284,0
1323,2292.5,0
895,2294.5,0
911,2300,0
1960.5,2314,0
3155,2315,0
2339,2327,0
747.5,2340,0
905,2341,0
2790.2,2351.8,0.5
4004,2371,0
4004,2373,0
2931,2384,0
1825,2385,0
2931,2386,0.5
811.89,2400.8,0
2423.8,2417,0.75
3503,2417,0
1799,2430,0.5
870,2434.4,0
3329,2435.8,0
1815,2450,0
435,2453,0
3800.5,2454,0.5
3800,2456,0
3905,2471,0
3295.5,2472,0
3905,2473,0.5
476,2481.6,0
479,2486.5,0
2349.7,2486,0.6667
748.5,2492,0
2680,2506,0
1874,2511,0
1954,2513,0
1584,2518,0
496,2521,0
1595,2521,0
2176,2523,0
518.25,2525.2,0
2653,2530,0
2655,2530,0
278,2538,0
2768,2546,0
1861,2549,0
1210.5,2594,0
1568,2596,0
2331,2604.2,0.75
3748,2619.5,0
793,2625,0
3391,2658,0
658.12,2690.1,0.375
3635.5,2691.5,0
1901,2701,0
3984,2708,0
2581.6,2718.7,0.7143
3810.5,2728,0
366,2731,0.5
2134,2733,0
3497,2771.7,0
3496,2774,0
3498,2774,0
843,2783,0
843,2785,0
2795,2836,0
3621.3,2857.7,0.4
912.5,2862.5,0
3126,2867,0
2839,2869,0.6667
3796,2875,0
4711,2879,0
625,2880.5,0
623,2881,0
2508,2890,1.125
1545,2897.7,0.6667
1547,2898.6,0.6
1549,2900,0
4385,2923.5,0
1660,2924,0
3202,2943,0
696,2947.5,0
605,2957,0
605,2959,0
4694,2978,0
4072,2982,0
3200,2988.5,0.5
2350,2994,0
741,3001,0
994,3003,0
2379,3006,0
2774,3008,0
3845,3013,0
3845,3017,0
4086,3025,0
909,3034,0
3481,3035,0
4424,3037,0
4424,3039,0
782,3042,0
782,3044,0
2124.7,3056.7,0
1628,3058,0
4432,3063,0
2645,3064,0
2547,3069,0
3831,3071,0
3948,3081.5,0
1502.5,3086.7,0.3333
4097,3090,0.5
2898,3092,0
606,3095,0
863,3095.3,0.3333
4124,3098,0
1780,3099,0
1780,3101,0
1830,3101,0
3352,3105.5,0
3350,3106,0
4227,3112.5,0
1791,3116,0
3947,3116,0
4369,3118,0
661,3122,0
1632.8,3127.6,0
4196,3126,0
2789,3130,0
2617,3136,0
614.5,3147,0
614.5,3149,0
3285.3,3151.3,0
3981,3151,0
3981,3153,0
4818,3156,0
1171,3177,0
1286.3,3186.7,0
1299,3195,0
1715,3197,0
3835.9,3198.4,2
2003,3201,0
2012,3205,0
2013,3207,0
4642,3212,0
474,3214,0
2019,3217,0
2019,3219,0
2349.3,3221.3,0
2784,3224,0
4355,3227,0
1334,3228,0
1337.4,3231.2,0
2794,3230,0
922,3240,0
3417,3241,0
922,3242,0
3419,3246,0
2157,3247,0
2159,3247,0
2815,3253,0
956,3255,0
4709,3256,0
2823.8,3259.3,0
2178,3266.5,0
2822,3269,0
923,3272,0
1391.1,3277.4,0.0713999999999999
1394,3274.5,0
1741,3274,0
991,3281,0
991.5,3283,0
993,3285,0
4686,3286,0
1396.5,3287.5,0
1399,3289,0
1401,3289.5,0
2448.2,3290.9,0
4487,3291,0
1414.2,3299.2,0
1417,3303,0
1435,3310,0
1275.1,3312.1,1.6
4039,3313,0
1863,3316,0
4282,3330,0
1043,3331,0
3185.5,3332,0
3591,3333,0
2228,3336,0
4252,3341,0
4266,3346,0
1134,3365,0
1136,3365,0
2981,3377,0
759,3386,0
2006,3386,0
1785,3388,0
2002,3388,0
3010.5,3388,0
759,3390,0
761,3390,0
763,3390,0
4136,3392.8,0.75
1636,3396,0
1208,3399,0
792,3420,0
792.5,3422,0
795,3422,0
797,3422,0
2314,3423,0
793,3424,0
795,3424,0
797,3424,0
4059,3427,0
1785,3429,0
817,3431,0
820.88,3432.2,0
4282,3437.5,0
4337.7,3454.3,0
4332,3454,0
849,3455,0
828.25,3471.9,0
4130,3470,0
1663.5,3471.5,0
2624,3472,0
829,3475,0
834,3480,0
838.33,3489.5,0
4051,3489.5,0
3775,3490,0
4507,3501,0
2029,3518,0
3768.4,3519,0.2857
