"col","row","z"
1164,172,0
658,261,0
658,263,0.5
368.5,277,0
392,385,0
907,420,0
1404,449,0
1129,479,0
736,537,0
1070.4,555.57,0.3571
1480.7,557.33,0
378.56,560.33,0.8889
678,640.5,0.5
705.33,664.33,0
706,668,0
854,697,0
844,810,0
464,816,0
1060.5,816,0
565,831.5,0
567,831.5,0
1570,882,0
1418.8,901,0.75
711,913,0
795,963,0
804.8,967.4,0.6
575,976,0
1174,984,0
1042,1037,0
1399,1042.5,0
1519,1044,0
1015,1065,0
1015,1067,0
838,1078,0.5
1352,1087,0.5
842,1091.8,0.6
840,1093.4,0.2
669,1143.5,0
673,1171,0
533,1192,0
1216,1231,0
1218,1231,0
1597.3,1260.7,0.4286
1331,1316,0
1335,1315,0
632,1383,0
576,1402,0.3333
1550.6,1408.8,0
958.5,1425,0
961,1432,0
594.5,1450.2,0
838,1455,0
840,1455.5,0
1185,1469,0
692,1471,0
1323,1477,0
1327.5,1479,0
1142.8,1483,0
1021,1506,0.5
800,1532,0
1340,1553,0
752,1570,0
752,1572,0
673,1611.6,0.4286
733,1611,0
1185,1618,0
604,1622,0
604,1624,0.5
1069,1629,0
1102,1643,0
658,1646,0
711,1659,0
316,1691.5,0
314,1692,0
1098,1723,0
1101,1757,0
1427,1773,0
1191,1776,0
1193,1776.5,0
1193,1781,0
636,1794,0
950,1802,0
1245,1806,0
1279,1856,0
1281,1856,0
1281,1858,0
570,1914.5,0
570,1917.5,0
336,1952,0
297,1956,0
896.9,1963.2,0.4
591.67,1969.7,0
466,2006,0
254,2040,0
307,2110,0
971,2230,0
975,2232,0
744,2320,0
516,2332,0
478,2345,0
338,2386,0
858,2405,0
702,2568,0
925,2610.5,0
413,2612,0
516,2615,0
1278,2615,0
516,2617,0
1209,2629,0
474,2646,0.5
1171.5,2726,0
497.8,2729,0.8
539,2750,0
321,2763,0
512,2857.7,0
1258.5,2884,0
596,2910.5,0
1168,174,1
1430,185,1
741.75,230.5,1
548,243,1
1564,298,1
1190,360,1
1467,361,1
1419,379,1
394,384,1
664,388,1
907,418,1
363,467,1
839,502,1
328,505.5,1
1485,555,1.5
697,572,1
928,607,1.5
1067,618,1
1475,623.5,1
676,641,1
1557,703,1
1557,705,1
1026,706,1.5
848,789.5,1
850,789.5,1
392,821.5,1
1381,858,1
1530,927,1
904,940.5,1
689,949,1
689,951,1
689,953,1
795.5,965,1
1009,983,1
663,988,1
916,1026,1
945,1032,1
1042,1039,1
1044,1039,1
926,1049,1
1035.3,1049,1.3333
791,1054,1
860,1055,1
1049.2,1060.5,1
961,1085,1
1354,1085,1
566,1086,1
1350,1087,1
837,1090,1
1442,1109,1
1066,1115,1
1224,1152,1
533,1194,1
753.5,1205,1
599,1236,1
1287,1264,1
1286.7,1268.3,1.6667
350,1295,1
357.5,1300.5,1.5
256.67,1309,1.6667
833,1309,1
434,1325,1
387,1368,1
387,1370,1
1531,1372,1
1187,1398,1
578,1402.5,1
1551,1410.7,1.5
958,1428,1
780,1428.2,1.75
815,1438,1
815,1442,1
617.27,1455.8,1.1818
984,1457,1
798.5,1466.5,1
1324,1481,1
1274,1485,1
1143,1501,1
765,1507,1
677,1513,1
1305,1535,1
727,1542,1
1416,1588,1.5
1173,1611,1
709,1613,1
711,1613,1
1556,1617,1
1558,1617,1
606,1624,1
979,1628,1
722.5,1634,1
726,1634,1
1102,1641,1
1100,1643,1
213,1644,1
1031,1662,1
712,1676,2
714,1678,1.5
1235,1685,1
818,1708,1
1204,1709,1
1098,1721,1
1100,1721,1
715,1782,1
715.5,1800,1
1239,1809,1
593,1819,1
1400,1824,1
1380,1825,1
634,1838,1
634,1840,1
606,1859,1
219,1894,1
669,1896,1
649,1955,1
649,1957,1
253,1962.5,1
1483,1966,1
1358,1987,1
1360,1987,1
788,1988,1
739,1990,1
741,1990,1
788,1990,1
911.5,1994,1
1138,2018,1
1140,2020,1
1140,2022,1
1073,2052.5,1.8182
1211.4,2078.2,1
375.33,2125.7,1
870,2141,1
787.67,2164.3,1
