DAPI1st,DAPI2nd,DAPI3rd,GABA488,GAD647,gephyrin594,GS594,MBP488,NR1594,PSD95_488,Synapsin647,VGluT1_647
82.9252180233,21.4613372093,23.495494186,3.6554505814,30.0948401163,9.32274709302,9.50944767442,2.94941860465,2.62449127907,17.789752907,21.0976017442,14.6900436047
76.4375241644,21.6044778742,26.4258901269,5.9839372957,26.5109837967,7.70131102597,15.0224596675,1.1693086359,7.91054795965,44.3957681628,19.2723630101,14.064918632
97.8345120978,24.0757245413,29.0944429673,9.49056102101,45.3470353629,10.0646636533,10.225631481,0.133528316937,12.1213507046,49.6113267748,29.7004520074,27.4453602765
79.8893550407,19.747463995,21.132874139,6.59248591108,21.9024420789,8.46737633062,11.4421415153,1.43825923607,9.30256731371,33.4256105197,18.7844082655,10.8062617408
61.5029422719,18.8196648045,21.3899441341,6.96290502793,22.4658472998,7.90048417132,9.21929236499,2.0,6.20729981378,32.8046182495,26.8927374302,10.1230540037
74.4003703176,24.6375160234,29.7570146703,5.26278307933,33.5916536106,8.23657598633,18.6762569435,2.0,11.5060532688,5.43740207948,18.3075060533,9.6477709728
113.022711143,23.1632701342,29.4522288688,2.33012268073,42.7870830376,8.98306803204,10.8270303153,2.07999594444,12.6003582412,90.6116800162,37.6162763189,37.7298658285
90.5773244782,19.9501897533,20.0,11.5777988615,39.10056926,7.38140417457,10.3320683112,1.54269449715,6.73197343454,60.169829222,38.8548387097,7.6940227704
86.0411139788,19.5983434368,20.3540603805,0.712742332393,28.3464377888,8.28677750435,13.0345717544,1.95360422544,10.9755716944,39.6785307004,16.6956965368,12.9745513475
72.9325547608,19.9382543585,21.1324877068,8.33130308449,25.0657688869,8.97194903889,12.8964014305,2.06236030398,3.05459320519,2.37650871703,20.4736253911,9.90942109969
103.818627604,23.7691851204,29.0715245026,4.55092607053,32.724521348,8.48546084892,9.03391948028,2.10144610676,6.51897429491,47.1127526002,17.2784458257,17.0125558297
85.5084881021,22.8494631457,27.8931369704,1.55709518282,24.7127829367,10.7932385374,9.949143935,2.09772199652,2.85570226349,2.03649158445,13.7724898433,8.11099825885
108.288089555,23.6510823936,30.8743106429,7.6501769693,34.5183965758,8.64532060252,10.4252201827,2.57906000494,6.46777512552,27.3382994485,31.6786566796,31.3950119351
121.820754717,22.6618867925,26.9055849057,4.44135849057,26.5753207547,9.72822641509,9.43947169811,2.24649056604,8.39418867925,62.9571320755,49.2768301887,19.1148679245
88.3656666024,24.2126664094,30.7106405557,7.19346903338,27.4584217635,7.40164962377,11.1729693228,2.27797607563,4.12502411731,48.1519872661,27.9413467104,21.8404398997
91.6465016531,20.3827182557,20.9183272272,7.47788401394,32.5115717988,8.84282012331,22.6591904209,1.99258332589,4.30730050934,46.1755875257,34.7361272451,22.2858547047
89.0724868251,24.4188127672,33.2616088297,5.55692552451,25.1907129363,11.4524211992,13.0352987969,2.30118325544,25.5085015412,19.6763448344,19.0242617083,9.77766729641
104.555489022,23.1176646707,29.3572854291,7.01407185629,24.8193612774,7.85369261477,9.66846307385,1.89860279441,4.16097804391,45.3931137725,42.3791417166,20.9720558882
92.4523801196,24.051484733,28.9424294358,1.44388094156,27.4858521912,8.69112657829,10.4950508901,1.06634955056,9.44024343325,26.3284250289,22.1931377007,19.729705152
91.7788252357,22.3630995545,27.4088884285,5.63234227701,29.6431161297,8.25743292241,9.36423909665,2.6788563141,6.77530301461,26.9891225526,41.0430954108,16.5930798715
95.5376467953,22.8120700138,24.7869508176,5.47163290775,36.5835973249,9.62263607565,11.7941185882,1.20943329813,4.11990016319,39.6820261752,39.0948769639,15.5763335573
83.4694701829,21.9562502121,24.131147541,6.1680412721,23.5594474426,8.87516546177,11.4928554458,1.78386450803,6.68200794216,28.1083053321,30.4632929437,23.4076638496
106.100273117,20.8708544674,20.6359734686,4.57939914163,32.7167381974,7.84783456886,26.6980101444,2.0,3.61412407335,69.9403043309,21.8396410456,12.9547405384
100.995302959,22.1268201033,30.4798027243,3.00446218882,20.9819163927,8.30953499295,6.93776420855,1.87036167215,2.91850634101,28.4917801785,12.6761390324,7.695631752
65.9197203982,22.8733319212,25.946409659,5.31508155052,29.9024571065,5.31645837746,10.3796865071,1.57011226435,11.6856598178,26.3267316247,31.3482313069,11.5872696463
78.7952492133,22.398639732,26.4936554665,4.9073190539,23.6882549995,7.22058674246,15.2203837174,1.82895137549,5.67302811897,15.3578316922,19.2227185057,13.2167292661
72.1124952812,20.5154303511,20.4107210268,19.2741600604,50.3361645904,62.4647508494,14.4476689317,1.80322763307,2.91341072103,2.18153076633,22.4899490374,6.73985466214
92.736381323,19.4289883268,21.3709468223,2.61738002594,39.3375486381,7.54053177691,11.9521725032,0.0,4.27610246433,49.8910505837,25.870460441,16.5392347601
56.9366576819,18.7879604672,20.0,3.0,30.4991015274,5.55076370171,10.149146451,2.0,3.85893980234,3.0,16.2106918239,14.6154537287
106.837686018,22.2649844127,27.9429739427,5.91609317099,27.7638374213,8.36209634727,15.7056055526,1.82218693018,6.50097053115,27.2807481913,27.4838538909,21.6403740956
141.954370797,21.5749279539,20.6260806916,3.37031700288,37.004803074,6.42939481268,20.2339097022,3.84726224784,4.0,15.835975024,40.6174351585,17.431556196
133.873162765,21.2638359644,21.6516058792,5.67628379604,33.6412629287,10.4980947197,9.50553438577,2.65668662675,2.11576846307,20.8816911631,80.0685900925,16.7878787879
94.5175072278,24.2876110933,29.0208801799,5.5784345219,33.0782739051,8.32819359674,9.3062426384,1.43409358604,8.19199057715,40.1174643966,31.1723953314,11.9775136524
93.6477062746,25.495380413,32.8025226962,10.4129509119,30.1134409898,14.6853056962,12.9122680164,2.03036876356,2.97324656544,2.77279665783,21.1723306821,8.75954045151
75.8469892436,19.0487324041,20.9085186594,32.2463943555,50.140905475,23.9547608342,14.2829177187,2.64808217757,3.47144882925,2.61221595822,22.3749524435,7.23574170788
77.013309111,21.4077643063,24.5560996801,2.9290707318,35.1945025868,9.34603688638,8.74716638363,2.21365664863,11.5905769914,47.368824296,20.1214801943,16.5683029896
77.4889004284,21.304037388,24.6395560171,7.67434765676,28.4403479164,9.54037388031,9.89160067506,1.32344541088,4.02479553421,99.342204336,35.0166818123,16.9200960665
76.8391391169,25.2087863324,32.5453738629,2.33059684935,22.7115597959,14.2141113823,7.21721766142,2.0,7.19747060129,10.4659418682,13.9119147992,8.70978477923
121.561420067,21.4911427327,22.2318135618,7.78909539713,46.663690044,9.39814142587,11.0467789555,0.904627075166,4.58305503122,98.4565364697,30.208944388,39.697763903
99.9693601121,23.0630920131,28.8713311537,3.54292386735,49.6169266698,8.0615973844,11.4391779542,3.30350303596,5.02017748716,74.8462213919,41.1439887903,21.8433815974
90.6084048027,24.1660377358,28.9847341338,29.2706689537,39.036535163,20.7588336192,15.8698113208,2.55866209262,3.96518010292,0.499313893654,16.0243567753,9.75488850772
79.9630964394,23.1224592763,29.4463745135,0.0,22.336024218,6.7940031714,11.0554994955,2.04980539138,8.11359377252,10.2273316996,14.5480034597,7.92395848349
79.7580808813,24.4571677055,31.1437889549,6.27395274677,25.1000144949,7.17002464125,7.72271343673,2.0,16.1040730541,18.7589505725,47.0071024786,14.0169589796
81.115942029,20.1206243032,22.0616499443,13.1144927536,25.4748049052,15.846599777,11.522296544,1.49108138239,2.91984392419,2.41984392419,24.7052396878,10.8267558528
85.7075042638,22.8385446276,27.0298465037,8.0193291643,34.3487777146,6.66245025583,18.1023308698,1.93703808982,8.12436043206,39.9997157476,26.8077032405,10.6793632746
84.9243325706,20.7818459191,22.5080091533,3.62242562929,20.7038901602,8.00442410374,12.065293669,0.956064073227,3.00579710145,10.7960335622,29.7775743707,29.8385964912
113.092431456,25.3922180266,32.4130684617,9.19816122147,24.513544574,8.295682154,8.24248891808,2.54785749466,20.9287473321,12.3091446396,12.5091118043,9.75176489903
88.2373119524,19.6454510387,21.4534082769,3.80762660495,23.5926874966,8.67228743043,10.3195845043,1.95426241252,9.78120350471,31.0232820852,15.8479638508,11.5724362154
76.4546748932,19.1319411486,19.990507831,4.7579496915,38.5685809207,7.95396298054,9.5049833887,0.197911722829,42.8315140009,2.17655434267,15.6198386331,49.5268153773
92.200913651,22.4197121701,27.3887495521,3.95825868864,36.027081094,9.0890959035,9.12698554879,2.47590469366,7.38907798877,38.4467335483,39.8991400932,25.4798757912
73.8754711614,22.7198634521,29.374511059,1.68657990186,31.0633667591,11.2967072043,10.0119479411,0.716591992035,12.9030652158,30.5229357798,23.5556503805,12.3100064007
102.695460238,22.6004696306,28.4186599875,4.66684408265,27.2932686287,8.75181590482,8.93584846587,3.12761427677,4.75560425798,28.1065122104,29.1827802129,17.8099561678
111.438889231,18.515854935,27.0688996983,6.92044824826,37.5976848716,9.51770211194,9.33754079182,3.07585739794,2.87870205037,1.03842127948,16.7361615664,12.2936395542
106.58177137,19.048815654,26.9733264676,3.89979402678,21.0356333677,7.73089598352,9.26992790937,0.157466529351,2.74696189495,20.5256436663,29.141915551,11.529454171
119.449675816,17.7583281823,26.6489472231,3.10118757973,23.838933677,8.49653458185,7.98674329603,0.469310993332,7.67246209082,25.8503228691,14.7681918014,16.8699054408
98.9455648869,19.0175320297,26.6263716055,4.75639060872,22.4627597622,8.49242935082,7.15778826703,0.325078158524,3.68129712499,49.0422975541,30.4006007479,35.6698338748
94.1170140075,23.5411684318,28.4179193714,6.93824735224,40.2776733857,8.38674410659,12.458062863,2.0043559959,2.97685343355,40.3366074479,32.6625384353,9.97753672702
80.0824453169,21.7249953262,29.0772106936,1.18508132361,30.4400822584,6.27687418209,16.5492615442,2.00205645915,21.1162834175,10.0747803328,13.753037951,10.2707048046
89.7370763437,21.1292707977,20.9315302978,7.0570352619,24.1768572407,8.35029099623,9.39746662102,0.232865457035,7.7619993153,10.6395754878,14.7118110236,8.97411845258
116.758852691,24.5151479383,31.359832389,0.834690745987,38.5783168083,8.76632829714,9.27756137866,1.862232452,9.14693500157,53.8918594586,17.8736425873,15.0187283601
89.6706249124,20.6566484517,24.2729788427,1.78240156929,28.2071248424,8.93943533698,9.66193778899,2.0,4.4290668348,24.4584909626,40.5735252907,18.9441992434
84.1009406762,21.8330954947,27.2388094475,2.86055858112,43.2082884352,7.5359524711,16.8992049393,1.95130617119,10.5302734659,64.4471270059,23.9029909427,18.2021725835
87.117384844,20.8603268945,25.0122299691,5.4349068465,25.917476283,8.36255572065,8.50622928335,1.89198765573,2.12550005715,45.8605554921,16.4177620299,12.912332838
111.964721775,24.0779861797,30.1559204032,5.34119603055,27.2846157843,7.45783758508,17.0062347379,2.314854263,23.0521639736,18.1790928456,14.2794721255,8.43248298436
80.8881172418,21.2829332313,26.2320227484,9.60228577678,30.7547438071,7.53147044348,8.29649477771,2.0,3.11549187948,13.2890578006,24.8496199486,11.4046590474
101.545485951,23.0004606172,31.063450023,3.2005988024,21.0572316905,9.04111008752,7.90626439429,0.350990327038,3.0,2.98767848918,21.432058959,6.92042837402
83.0142922813,23.9237744996,29.9223954198,6.03915750763,27.2398763007,8.2716787162,10.3157674788,1.87876635045,4.16365080028,8.4859375653,36.2870993355,17.9008734172
118.291812573,25.9044522261,30.9176254794,12.7908954477,21.8632649658,8.72452893113,10.1575787894,2.0,5.36484909121,2.67783891946,15.8342504586,8.23695180924
77.190148871,23.0641783603,28.133022295,3.92866301019,34.1307073153,7.88325379301,9.57539710806,1.68309708669,9.24015243251,51.0016739084,26.7196381509,17.3877412921
98.1274142886,23.5604825236,28.565127314,4.80642250886,35.4352402593,7.34588652008,10.6843547417,1.54026598944,6.51132794226,44.1664104792,19.0747176368,11.2762146628
78.3962820408,20.1058881336,22.9909098354,11.2487101793,24.4892310212,7.86635001228,8.76521169437,2.0,5.69019736303,17.7202522316,31.2464990582,21.5503234788
68.2052822189,22.7280275594,28.2623443159,1.74096811236,25.2709124636,7.762476813,7.72153520007,2.0,6.84029679357,21.7820863881,17.2757706916,11.4085769808
85.2263511366,23.4160081354,29.0442999089,6.34514099278,46.1908434143,10.4641215228,9.55479756785,0.565390563759,4.70606554946,50.3371750599,21.0014830194,30.8634986547
118.251836719,24.1897615212,28.8405296036,4.70860016501,24.5091737713,8.83263269556,9.14599457824,1.02317997878,5.71496483715,54.4492987074,39.2627980985,16.6937492633
76.4805250013,22.8320845954,28.1192943302,3.15457782029,33.1554811627,8.1785429619,9.60369838993,2.32833838142,9.74727668845,44.2542111696,36.9307614645,18.6542855625
69.7280628519,20.6712692398,26.5303876865,4.67760580566,25.5297882816,8.09913728512,8.90567936121,1.98824738296,5.33746494552,22.9727913001,26.5227666817,9.98242459273
115.434576238,19.1602564103,27.8559894304,3.81728322568,25.3427774516,15.2744666275,9.29105500098,2.52989821883,6.60657662948,9.88510471717,28.5570561754,36.2930123312
88.4407291348,20.2226765515,26.2221033323,2.73031947417,24.0988612045,8.5132604708,10.6152934882,2.18851268725,3.07352491593,52.1144909814,27.4003745032,26.0374121064
81.8653926049,22.7934150395,27.5634607395,2.91472787703,28.4004985459,8.53926049024,16.8290402991,2.19007062734,8.74896136269,47.3723514749,29.5633568758,19.1098878272
89.4815357952,22.6832422344,26.7840287962,1.5424610052,26.3563524863,7.82135715238,7.5307292361,2.14691374483,7.88494867351,17.1459805359,17.4724703373,14.7797626983
85.6748099891,21.0186252401,25.2197861856,6.94725632674,35.4246220663,7.6433642362,9.23811910131,1.84118433141,3.64311367243,41.9838803976,31.1034828364,18.3553411843
73.8599106836,18.9005839918,21.7442116111,5.17320508416,24.0357265544,9.17059429749,11.3754723463,2.0,10.2414977671,13.3001717623,15.6475437994,9.37244933013
70.8649932157,20.9336838535,22.5685210312,11.8012211669,34.2988466757,7.30376526459,16.3714382632,0.410108548168,15.197761194,14.7452510176,28.302238806,9.06631614654
77.7100230795,20.6933728981,25.9462578305,0.0,43.7004615892,6.37636003956,6.6749093307,0.0,10.982360699,35.0613254204,18.6455654468,21.6557863501
68.9699992443,19.5477971737,23.6174714728,4.96561626237,22.5089548855,9.47683820751,8.38275523313,0.109952391748,9.12567067181,43.3249452127,16.1255195345,11.1824227311
84.8048024297,23.5572147173,29.0683033313,4.32952640071,32.4509158784,8.20155651871,8.6148565282,0.294852731817,2.96757252681,53.398620646,28.6977126768,18.1832705875
109.564204475,24.3935130148,29.5554924679,2.84733582924,27.6413704998,10.9633244025,10.2481058926,1.30238293795,6.00466651289,33.1895172022,17.3736758991,17.6323391118
71.9033942559,21.318537859,27.2785030461,3.81549173194,22.6762402089,8.12837249782,9.24804177546,0.0,3.0,1.85509138381,13.4364664926,7.24151436031
97.797752809,23.6404494382,30.6384666226,13.6533377396,25.8952412426,66.529742234,11.0039656312,3.24818241904,6.70026437541,1.74983476537,29.6754791804,6.32683410443
86.6855888878,19.6729044082,21.5421047555,25.2078711295,23.9019484904,77.3397800714,18.4823478345,0.146763769654,4.6709752098,2.26193691521,16.6669721231,6.69359506125
46.4759155394,22.0270537776,30.0465193006,0.0,19.7410095678,6.76789838337,10.0875948532,0.024744308809,2.87264929066,17.5244143847,12.1276806335,14.6369185087
76.9218866644,21.1487275195,25.2005089922,5.78812351544,24.6398710553,8.89650492026,8.92480488633,2.27685782151,4.58659653885,17.5040719376,34.9486935867,17.971326773
93.7905949008,21.1385835694,26.7307082153,5.95915014164,23.5791501416,8.76917847025,7.79722379603,8.78232294618,3.63235127479,6.21960339943,24.7683852691,9.57512747875
99.1124559859,24.091475939,31.4762323944,36.621185446,27.9467062793,37.06686473,13.0560812793,1.19523914319,6.48789612676,1.81257335681,18.9186106221,6.71867664319
117.385779725,23.4447321251,29.2164907389,4.80163314081,29.3993228441,8.33021310496,8.79446325433,0.373630750846,2.82991435969,2.31507667795,18.7347142004,18.1001792472
