"col","row","z"
705,122,0.5
701,124,0.5
703,124,0.5
740,137,0
1379,163,0
1381,163,0
1381,165,0
1422.7,243.33,0
715,256,0
1411,259,0
1397.7,292.67,0
669,309,0
980,314,0
1325,321,0
806,331,0
1349,367,0
1351,367,0
1330,369,0
539.75,390,0
882,412,0
982,416,0
799,427,0
771,439.5,0.5
578,445,0
680,473.5,0
499.22,507.67,0.8889
1413,539,0
1415,539,0
1438,549,0
1181,566,0.5
1669,600,0
1446,609,0
1560,628,0
1688,643,0
607,659,0
1155,660.5,0
1468,661,0
1181,679,0
1166,682,0
794,685,0
1348.1,701.13,0
893.71,704.57,0
1355,703,0
1351,705,0
1354.5,705,0
893,707,0
1352,707,0
865.6,711,0
1578,717,0
1578,719,0
1477,739,0.5
1479,739,0.5
1142.8,773.29,0.4286
1433,773,0.5
1642.7,792.67,0
659,800,0
678,808,0
1480.2,813.67,0
864.33,842.33,0
1204,845,0
1210,863,0
1151,868,0
1166,875,0
454,932,0
1368,959,0
1370,959,0
1590,971,0
1592,972,0
1361,984.5,0
1281,991,0
910,1004,0
1187,1021,0
692,1072,0
1611,1077,0
1037,1085.5,0
1031.2,1088.5,0.25
1131,1098,0
1131,1100,0.5
1667,1101,1
1213.5,1103,0
426,1105,0
916,1114,0.5
916,1116,0
916,1118,0
1287,1120,0
740.5,1122.5,0
1287,1122,0
1287,1124,0
1694,1149,0
1699,1153,0.6
1695,1154,0
1697,1154.3,0.6667
1254,1162,0
1394,1234.5,0
1396,1236.5,0
1160,1253,0
1156,1256,0
1158,1255,0
753.5,1258,0
1555.5,1270,0
662.8,1272.6,0
1141.5,1287,0
1019,1300,0
1021.5,1299.2,0.25
585,1301,0
585,1303,0
1191,1311,0
485,1312,0
487,1312,0
748,1313,0
868,1349,0
1154,1364,0
1072.5,1372,0
949,1416,0
1178,1420,0
1336,1423,0
1293.5,1424,0
758,1439,0
1356,1477,0
1358,1479,0
1356,1480,0
1629.1,1516.1,1.3871
1696,1540,0
1695.5,1542,0
1695.5,1544,0
876,1614,0
1344.5,1629,0
562,1652,0
561,1658,0
1500,1719,0
1653,1726,0
1346,1734,0
943,1772,0
363,1799,0
1615,1817.5,0
1399,1822.5,0
1596,1829.1,0.069
1586,1837,0
1588,1837,0
1584,1839,0
1586,1839,0
401,1848,0
1634,1851,0
1632,1851,0
919,1866.5,0
967,1868,0
920,1870,0
1514,1879,0
1213,1888,0
1160,1894,0
504,1917,0
768,1920,0
1647,1929,0
403,1947.3,0.6667
975,1949.5,0
977,1950,0
