307.22,490.11,1.6667
321.5,474.5,1
320,594,1.5
322,368,1
323,649.5,1
325.33,290.33,1
326,541,1
328.67,712.67,1
329,647.5,1
332.5,305,1
334,378,1
334,487.5,1
335,318,1
335.4,385.6,1.9333
335.86,600.71,1.7143
342.4,859.6,1.8
344.6,839.6,1.8
349.32,738.79,2.1053
350,288,1
351.12,677.12,1
349.08,704,1.75
351,220,1
351.5,847,1
351.2,856.2,1.4
354.3,751.6,1.5
354,897,1
356.19,665.77,2.2258
355.75,866,1
356.5,731,1
356,851.75,1.75
359.55,932,2.3
358,337,1
359.8,630.15,2.25
358,708,1
359.42,893.17,1.75
362.2,765.4,1.6
363,607,1
365.33,234.33,1
365,258.5,1
363.6,964,2
365,1093.5,1
365.67,389,1.6667
367.33,261.67,1
367,866,1
367.5,899.11,1.8333
370,701.17,2
370.25,972,1
372.5,1133,1
373.5,320,1
372.86,760.43,1.5714
373,893.25,1.75
373,1126,1
376.17,317.67,1
375,1204,1
377,330.57,1.5714
377,806,1
378,300,1
377.67,372.22,1.8889
378.2,541.6,2
380.67,205.33,1
383.17,324,1.6667
384,691.5,1
387,972.57,1.4286
389,1101,1
390,529.75,1.25
391.23,441.73,1.6818
391.5,868.92,1.6667
393.57,799.29,1.8571
393,903,1
393.86,643.57,1.5714
396.67,519.33,1
396.64,1082,2.25
395.67,218.67,2.3333
397,1166,1
397.11,1391.4,1.8889
399,437,1
400.5,725.5,1
400.5,871.5,1
400,1023,1
402,672,1
405.44,944.69,2.1875
405,435,1.5
408,959,1
409,861.89,1.8889
410,1006,1
412.88,1120.8,1.5
413,1390,1
414.33,1021.7,1
414,1046.5,1
415,569,1
415.5,667.5,1
416.57,486.29,2.0714
416.25,831.5,1.5
415,1083.7,2.7273
418.71,1379,1.1429
416.15,307.55,2.5
415.62,845.5,2.25
416.89,914.22,2.2222
422.5,961,1
423,890,1
425.5,170.5,1
426.72,688.28,2.0556
427,827,1
426.25,533.75,2.5
424.83,579.92,3.5833
426.5,642.75,1.75
427.88,315.69,2.125
431.86,666.57,1.5714
430.82,1051.5,2.0909
431.43,227.71,2.2857
432.17,825.83,1.6667
432.5,954.5,1
432.75,1241,1
433.3,406.93,3.9333
434.75,1014,1
436,833.5,1
437,1004.5,1
438.8,560.13,2
441.13,198.6,2.0667
440.67,629.67,1
440.22,544.11,2
443.2,622.2,1.4667
443.81,1107.3,2.9677
444.57,858.14,2
447.81,632.75,2.5625
449.5,396,1
448.22,499.11,2.3333
452.56,203.59,2.6667
451.4,903.2,1
454.69,526,3.3429
452.5,1019,1
453,755.5,1
454,182,1
455.88,881.25,1.625
453.33,1002.7,2.5
458.5,775,1
458.2,1185.6,1.9
459.12,887.62,1.75
460,199,1
462,753.5,1
463,724,1
464,1256.8,1
463.33,1167.3,1.6667
464.9,388.7,1.6
465,1248,1
466.5,1184.5,1
469.27,765.91,1.3636
467.4,1174.6,2
469.5,831.25,1.75
472,1259.1,1.4286
475.5,1112,1
471.65,1189,3.1765
477.5,170.5,1
477.43,821.14,1.5714
477,1004,1
478.5,164.5,1
478.88,1027.8,2.8235
478,1033,1
478,1158,1
482,1054,1
483.05,1092.3,2.0909
484.21,856.14,2.3571
483,1459,1
484,168,1
484,1220.5,1
486.93,792.6,2.2
485.5,852,1
485.33,1212.5,2.5333
486.37,970.67,4.0667
486.5,1303.5,1
487,692.5,1.5
487.56,1187.1,1.6667
488,633.5,1
488.4,864.6,1.4
