"col","row","z"
484,128,0
862.6,147.2,0
414,150,0
503,151,0
230,168,0
858,185,0
518,309.5,0
1171,342,0
603,352,0
1181,384,0
1304,389,0
867,480,1
390.67,481.33,0
449,486.29,0.7143
195.5,490,0
1235,501,0.5
442.33,510.33,1.1667
1077.7,517.33,0.3333
961,585,0
602.71,705.29,0.4286
941,737,0
1046,760,0
1139,859,0
1156,859,0.5
1156,861,0
1020.5,862.5,0
1142,863,0
576,887,0
157,917,0
979,920,0
155,921,0
1274,952,0
1052,958,0
661.67,977.33,0
243,1008,0
698.93,1064.7,0.0667
644,1113.5,0
646,1130,0
521,1146,0
1202,1232,0
446,1315,0
291,1347,0
253.5,1376,0
343.5,1388.2,0.75
861,1404.4,0
948.5,1457.5,0.5
403,1461,0
525.25,1462,0.5
532,1508,0
1145.5,1528,0
593,1553,0
982,1580,0
984,1582,0
1005.3,1592.3,0
273,1601.3,0.6667
275,1601,0
1128.5,1660,0
1036.7,1694.2,0.8333
1136,1692,0
819,1693,0.5
455,1704,0
859.5,1771,0
788,1793,0
678,1797,0
676,1799,0
678,1799,0.5
746,1828,0.5
806,1836,0.5
348,1894.5,0
743,1989.5,0
449,2179,0.6667
1063,2219,0
359,2321,0
821,2332,0
538.5,2369,0
428,2377.7,0.8333
850,2481.8,0.75
1044.7,2583,0.3333
375,2617,0
370.21,2699.9,1.0909
571,2783,0
771,2845,0
716,2866,0
941,2872,0
737,136,1
265,174,1
1031,245,1
880,274,1
513.67,322.67,1
727,347,1.5
1177,384,1
388.33,390.33,1
454,398,1
742,403,1
819,414,1
1027.7,495.67,1
756,501.5,1
599,515,1
836,533,1
129,610,1
572,656,1
752,671,1
998,701.5,1
1000,701.33,1.3333
251,714,1
887,753,1
988,781,1
408.5,789,1
559,841,1
421,882,1
184.33,928,1.1667
214,941,1
212,940.5,1
391,962,1
679.58,964.08,1.6667
398,977,1
659.33,980.67,1
699,1060,1
884,1061.5,1
886.25,1063.2,1
356,1063,1.5
223,1091,1
222.5,1093,1
649,1128,1
648,1130,1
625,1143,1.5
493,1153,1
1096.3,1287.3,1
844,1300,1.5
653,1327,1
289,1347,1
490,1353,1
982.5,1372,1
226,1382.5,1
1008,1396,1.5
312,1436,1
640,1516,1
310,1523,1.6667
1052,1555.5,1.3333
1111,1561,1
344,1582,1
813,1666,1
854.5,1671,1
855,1673,1
812.45,1679.9,1
525.5,1688.5,1
1134,1692,1
821,1693,1
748,1745,1
1073.5,1808.5,1
911,1917.5,1
913,1919,1
929,1968,1
460,1970,1
1188,2028,1
415.33,2085.3,1
874,2092,1
780,2108,1
445.5,2113.1,1
768,2149,1
367,2153,1
874,2169,1
686.67,2274.3,1.5
720,2279,1
769,2311,1
771,2313,1.5
456,2326.5,1
490,2348,1
624.5,2354.5,1
627,2360,1
538.25,2373.2,1.5
429,2374.5,1
1026.1,2379.9,1.4444
443,2382,1.5
609,2406,1.8
803,2415,1
805,2415,1
316,2452,1
826,2515,1
523,2549,1
721,2623,1
402,2637,1
932,2724,1
928,2726,1
443,2743,1
567,2781,1
569,2781,1
895.5,2858,1
896,2861,1
552,2871,1
929,2898,1
933,2898,1.5
971.25,2914.5,1
441.33,78.667,2.3333
468,125,2
863,150.5,2
494,222,2
214,248,2
193,329,2
195,329,2
727,345,2
603,347.5,2
1069,376,2
913,395,2.5
199,460.67,2.3333
869,481,2
298,492,2
986,517,2
367,634,2
674,643,2
1135,700.5,2
1133,701,2
1041,718,2
1043,718,2
418,726,2
941,737,2
398,759,2
1088,763,2
249,784.5,2
465,796,2
1020,860.5,2
681,865,2
811,871,2
1240.5,910,2
1118,921,2
1131.8,935.43,2.5714
905,952,2
358,957.5,2
193,977,2
1049,1053,2
574,1067,2.5
574,1069,2.5
574,1071,2.5
1185,1098,2
950,1112,2
950,1114,2
