"col","row","z"
1466,171,0
1329,177,0.5
313,194,0
778,207,0
900,210,0
1394,221,0
416,222,0
414,224,0.5
416,224,0
1443.5,236.33,0.5
614,250,0
817.17,281.42,0.6667
1294.8,290.75,0
993,300,0.5
368,311,1
1274,323,0
1016,340,0
1018,340,0
527,341,0
1414,341.5,0
494,346,0.5
1193.5,352.5,0
1379,354,0
380,355.5,0
382,355.5,0
1410,356,0
1353,366,0
1351,368,0
1511,388,0
1511,390,0
809,401,0.5
1408,425,0
1132,430.5,0.5
1000,431,0
573,433,0
1000,433,0
1004,433,0.5
1501,452,0.5
944.25,454.75,0.75
535,473,0
846,473,0.5
595,475,0
1554,475,0.5
264,495,0.5
356,496,0
358,496,0
356,498,0
1471,519,0
1471,521,0
1563,528.5,0
1301.2,529.88,0.25
836,532,0.5
1236,544,0
905.29,546,1.1429
647.33,552.33,0
396.4,559,0.8
1146,566,0
1148,566,0.5
1150,566,0
1526,567,0
870,571.25,0.75
327,575,0
331,578,0
331,580,0
1547,586,0
1549,586,0
1551,586,0
1549,588,0
1551,588,0
1404,611,0
1406,611,0
533,615.4,0.8
535,616,0
1354,635.5,0.5
1356,635.33,0.6667
1343,638,0
1386.7,640,0
1490,642,0
1490,644,0
1039,684.67,0.3333
878,687,0
1131,702,0
1131,704,0.5
1133,704,0.5
1135,704,0
513.33,707.67,0.5
913.52,708.86,0.9524
617,715.25,1.25
1514,722,0
1516,722.8,0.4
1143,748,0
1145,748,1
1140.3,750.33,0
292.07,769.5,0.4286
986,770,0.5
986,772,0
1420,772,0
656.88,786.12,0.625
1091,840.5,0
1093,840.5,0
993,844,0
1430,850,1
1474,898,0
1084,899,0.5
934,901,0
1377,901.33,0.3333
1577,907,0
1336,911,0
1355,920.5,0
1501,928,0.5
954,957,0
1239,960,0
1211,978,0
1209,980,0
1211,980,0
1191,1003,0
1386,1018,0.5
1388,1018,0.5
1386,1020,0
1388,1020,0
1243,1030,0
1196,1035,0
710,1038,0
1397,1038,0
1399,1038,0
1401.5,1038.5,0
1428,1039,0.5
1430,1039,0.5
710,1040,0
1430,1041,0.5
1566,1042,0
1566,1044,0
1568,1044,0
1568,1046,0
432,1049,0
1046,1063,0.5
1091,1064,0.5
1041,1065,0.3333
1044,1065,0
1045.2,1065.5,1.25
972,1075,0
974,1075,0
1266,1079,0
1278,1097,0
1354.5,1098.5,0
639,1110,0.5
639.25,1112,0.25
1403,1112,0
1563,1124,0.5
1563,1126,0
345,1131,0
345,1133,0
1191.3,1133.9,0.6667
1526,1137,0
1058,1139,0.25
1524,1139,0
928,1167.5,0
1073,1167,0.5
416,1171,0
861,1198,0
1376,1220,0.5
973.45,1229.8,0.4545
936,1255,0
1058,1292,0.5
898,1300,0.5
388.5,1305,0
888,1306,0.5
388,1307,0.5
456,1319,0
1438,1328.5,0
323.5,1345,0
1580,1355,0.5
1108,1366.5,0
1588,1385,0
1149,1386,0.5
1524.8,1388.5,2.4
1100,1404,1
1100,1406,0
837,1410,0
839.25,1409.8,1.5
767,1432,0
1503,1432,0.5
1505,1432,0.5
576,1445,0
1095,1445,0
728.2,1447.8,0
751,1451,0
1242,1456.3,0.3333
1442,1456,0
1011,1460,0
1226,1468.4,1
1602,1468,0
1202.5,1470,0
1018,1488,0
726,1492,0
1478,1491,0.5
1247,1492.5,0
1245,1494.4,0.6
728,1498,0
1391,1501,0
809.5,1504.5,0
1634,1509,0.5
640,1521,0
1507,1522,0
1505,1524,0
1507,1524,0
1068,1532,1
994,1537,0
992,1539,0
994,1539,0.5
1470,1540,0
1209,1542,0
1211,1542,0
1470,1542,0.5
1382,1547,0
1461,1549,0
1463,1549,0
1465,1549,0
1380,1551,0
1382,1551,0
864,1556,0
1159,1565,0
1121,1584,0.5
843,1586,0
1313,1586,0
1575,1589,0
639.4,1591.6,0.4
1575,1591,0
1577,1591,0
1078,1599,0
1254,1600,1
1254,1602,1
803,1611,1
1417,1627,0
1419,1627,0
1417,1629,0
1419,1629,0
1075,1632,0
1347,1634,0.5
1522,1641,0
401,1643,0
1616,1645,0.5
1116.9,1646,1.2222
1147.5,1651.5,0
929,1657,0
1516,1657,0
1518,1657,0.5
1380,1660.5,0
1389,1662.5,0
1334,1667,0
1332.7,1669.4,1.6667
996,1670,0
1472.5,1674,0
1133,1677.5,0.5
1115,1682,0
1130,1684,0
1043.5,1688.5,0
1163,1689,0
874,1697,0
876,1697,0
1212,1698,0.5
1214,1698,0.5
1198,1704,0.5
1479,1707,0
1481,1709,0
734.29,1712.4,1.2857
1138.5,1718.2,0
1141,1717,0
477.81,1728.8,0.8571
1458,1731,0
1460,1731,0.5
1195.5,1743.5,0
781,1755,0
779,1757,0.5
781,1757,0.5
816,1759.5,0
944,1773,0.5
1104.4,1793,0
491,1809.5,0.5
1646,1812,0
587.5,1812.5,0.5
1646,1814,0.5
1194,1816,0
1646,1816,0.5
863.5,1830,0
1227,1830,0
1230,1833,0.5
1232,1833,0.5
1303,1849,0
1533,1854,0
822.33,1863.3,0
1318,1883,0
1316,1885,0
1318,1885,0
741,1887,0.3333
1486,1897,0
1486,1899.3,0.6667
1364,1911,0
1366,1911,0
718,1912,0
713.6,1914.9,0.2
567,1922,0
1222,1927,0.5
1413,1951,0
1415,1951,0
1486,1951,0
1486,1953,0
1004,1962,0
1569,1965,0.5
1571.5,1965,0
1569,1967,0
1571,1967,0
1422,1971,0
399,1978,0
662.43,1982.1,0
1391,1994.5,0
1413,2000,0
1091,2004,0.5
987.33,2007.1,0
1348.8,2005.6,0.4
808,2006,0
717,2007,0
719,2007,0
903,2008,0
717,2009,0
719,2009,0
715.67,2012.8,0.2222
719,2011,0
901,2012.5,0
706,2015.2,0
1455,2015,1
1451,2017,0
1453,2017,0
1069,2042,0
1067,2043,0
1133.7,2075.6,0.5714
539,2101,0
853.97,2104.5,1.7188
539,2103,0
541,2103,0
1196,2173,0
1198,2173,0.5
1287,2198,0
973,2199.6,0.6
883,2217,0
991,2220,0
1643.5,2226,0.5
924,2253,0
926,2253,0
1034,2254,0
843,2264,0
1276,2264.3,0
1685,2291,0
1318,2345,0
1638,2356,0
1640,2356,0
709.5,2359,0
1089,2395,0
749,2460,0
1027,2485,0.5
1025,2487,0
1027,2487,0.5
1445.1,2498.9,0.3333
1637,2568,0
1637,2570,0
1324,2597,0
632,2637,0.5
632,2639,0
1195,2644,0
1569,2731,0
1569.5,2733,0
1439,2760,0
1625,2761,0.5
1465,2779,0
1467,2779,0
837.17,2787.9,0.1667
1704,2788,0
928,2835,0
930,2834.5,0.5
966.8,2858,0.4
1698,2877,0
1700,2877,0
1698,2879,0.5
553,2880,0.5
707.55,2891.5,0.5
1421,2892,0
1031,2902,0.5
1550,2912.5,0
1515,2925,0
1167,2965,0
1367,166.6,2
645,167,1
1468.7,171,1.6667
1079,177,1
315,196.5,1
1500,198,1
495,202,1.2
1553,201,1
479.5,214,1
414,222,1
1348,222,1
412,224,1
1348,224,1
1494.7,230.4,1
1441,233,1
1443,233,1
1441,235,1
1441,237,1
620.17,244.83,3
910,282,1
912,282,1
912,284,1
912,286,1
991,300,1
995,300,1
504.71,300.71,2.7143
993,302,1
438,307,1
1062,315.5,1.5
1064,315.5,1
674,321.75,1.75
1272,323,1
527.5,339,1
589.8,374,1.4
590,376,1.6667
460,377,1
1341,380,1.5
809,399,1
1013,405,1.5
405,412,1.5
403.75,414,2.25
405,414,1
658,416,1
660,416,1
1410.5,420,1.2727
1002,433,1
447,438,1.5
1096,447,1
595,473,1
495,477,1
494.43,479,2.1429
491,481,1.5
493,481,1.5
1480,486,1
262,493,1
262,495,1
1456.7,519.44,2
1235,525,1.5
347,528,1
1302,533,1
1270,537,1
512,538,1
359,540,1
1084,540,1
1285,543,1
1400,545.67,1.3333
1330,578,1
753,600,1
753,604,1
698,658,1
875,668.5,1
1427,680.5,1
761,699.5,1
511,701,1
1133,702,1
865,711,1.8
615,715.67,1.6667
346,720,1
348,720,1
1511,726,1
1092.7,732,1
419,746,1
1037,746.67,1
826,748,1
935,749,1.5
1177,752,1
1178,754,1
518,769,1
518,771,1
1466,773,1
1420,774,1
1422,774,1
1572,794,1.5
1547.7,799,1.1429
1557.5,798,1
1092,835,1.5
1094,835,1
1216,847,1
1017,863,1
1019,863,1
1017,865,1
1019,865,1
856,877,1
852,884.71,1.8571
1265,903,1
1263,905,1.5
1265,905,1.5
1261,907,1
1263,907,1
1182.5,908,1
1503,928,1
638,952,1
640,952.5,1
1272,959,1
1274,959,1
1208,960,1
1279,967,1
1256,969,1
1207,982,1
1168,993,1
1209,997,2
344,998,1
1071,1010,1
1071,1012,1
1309,1017.6,1.8571
1402,1020.6,2.4
1120,1036,1
1428,1041,1
1566,1046,1
983,1060.5,1
1040,1063,1
1042,1063,1
1044,1063,1
1048,1063,1
1022,1066,1
703.5,1078.5,1.5
1322.5,1079,1
703,1081,1
397.5,1091,1
1568,1108,1
1567,1112,1
1514,1116,1
1475.9,1116.7,2.4286
1383,1118,1
1383,1120,1
1385,1120,1
1487,1128.5,1
1549,1135,1
1551,1135,1
557,1136,1
1568,1144,1.5
946.56,1152.1,1
1606,1153,1
254,1156,1
370,1166,1
370,1168,1
370,1170,1
1566,1199,1
312,1203,1.4
1376,1218,1
931,1219,1
933,1219,1
935,1219,1
306,1237,1
1631,1237,1
786.5,1239.5,1
1134,1238,1
971,1248,1
410,1252,1
1142,1258,1
1503,1273.9,2.1429
1183.2,1290.2,1
708,1291.2,1.75
710,1292,1.5
1058,1294,1
898,1302,1
1376.5,1304,1
871,1305,1
1260.5,1315,1
1186,1317,1
1216,1324,1
1218,1324,1.5
320,1328.6,1.4
318,1328.8,1.6
1356,1333,1
1130,1336,1
665,1358,1
958,1358,1
1529,1362,1.5
1529,1364,1.5
1107,1370.7,1
1278,1380,1
1588,1387,1
1427,1410,1
1035,1413,1.5
536,1417,1.4
535.33,1419,1.3333
750.5,1419,1
984,1425,1.5
982,1432,1
982,1434,1
1212,1434,1
1286,1434,1
934.25,1438,1
910.2,1458.4,1.6
624,1460.5,1
1242,1460,1
908,1462,1
1000,1465,1
1002,1465,1.5
1448,1467,1
1094.8,1471.7,1.4444
1575,1480,1
1214,1484,1
1214,1486,1
1080.5,1488.2,1
1478,1489,1
1249,1493.2,1.6
820.5,1496,1
648,1505,1
650,1505,1
1478,1507,1
544.5,1512,1
640,1523,1
1070,1532,1
1259,1533,1
1243,1549,1.5
1382,1549,1
528.78,1565,2.1111
1159,1567,1
1243,1577,1
1554,1587,1
1556,1587,1
1556,1589,1
1254,1604,1
1479,1607,1.5
1474,1618,1
1323,1624,1
902,1627.5,1
1397,1627,1
1421,1628,1
1347.3,1636,1.3333
1347.5,1638,1
1522,1643,1
1614,1645,1.5
1395,1650.5,1
1143,1651,1
927,1656.5,1
464,1659,1.5
1601.5,1659,1
992,1670,1
994,1670,1
1192,1670,1
479,1671,1
1176.5,1674,1
1024,1682,1
1026,1682,1
493,1683.5,1
495,1683,1
1091,1684,1
1093,1684,1
1161,1688,1
920,1694,1
799,1696,1
1586.5,1703,1
1019.5,1735,1
788,1743.5,1
1099,1748,1
960,1761,1
1229,1772.5,1
1333,1786,1
1335,1786,1
1116,1796,1
489,1810,1
764,1814.7,1.3333
858.33,1828,1.3333
858.5,1830,1
1227.5,1832.5,1
880.5,1838,1
1333.5,1867,1.5
1607,1878,1
1605,1880,1.5
1607,1880,1
1605,1882,1
743,1884,1
1439,1883,1
1547,1886.6,1.8333
796,1899,1
758,1903,1.5
714,1910,1
714,1912,1
1531,1912,1
1546,1916,1
864,1932,1
1255.3,1944.8,1.6667
1418,1966,1
1510,1968,1
1468.2,1974,1.8333
783,1980,1
1277,1985,1
1279,1985,1
664.5,1992,1
670,1995,1
614,2002,1
616,2002,1
803.25,2010,1
808,2011,1
969,2016,1
973.5,2016,1
967,2018,1
973,2018,1
967,2020,1
508,2022,1
1481,2036,1
1067,2040.5,1
389,2052,1
1095,2063,1.5
1095,2067,1
1134,2071,1
1682,2081,1.5
1478,2090,1
1457,2100,1
1214,2135,1
646,2155,1
1100.7,2178.3,1
894,2184,1
1082,2203,1
945,2221,1
890,2227,1
892,2227,1
1129.5,2236.5,1
970,2262,1
844,2266,1
528,2328,1
710,2361,1.5
471,2371,1
473,2371,1
1016,2373,1
1018,2373,1
1020,2373,1
1020,2375,1
1496.2,2392,1.75
804,2409,1
809.25,2424.5,1
1700,2424,1
1416,2430,1
1029,2485,1
1290,2510,1
1290,2512,1
1602,2519,1
1680,2583,1
1543,2618.2,1.4
632,2635,1
1197,2644,1.5
1085.8,2645.8,2.4
1536,2653,1
1434,2758.3,2
570,2774,1
1700,2784,1
1702,2784,1
1428,2824,1
408,2887,1.5
1018,2898,1
1031,2900,1
1631,2905,1
1548,2931,1
1550,2931,1
1300.5,2939,1
1377,2960,1.5
1363,166.5,2.5
643,168.5,2
493,202,2.375
298,201,2
1264,201,2
1266,201,2.5
1551,201,2
1500,202,2
1264,203,2
1266,203,3
1380,209.5,2.5
479,216,2
1493,226.33,2.3333
1496.3,226.67,2
618,241,2
446,251,2
940,252,2
586,253,2
1378.7,258.75,2.875
1385,257,2
1387,257,2
1385,259,2.5
1387,259,2.5
611,271,2
778.5,273.5,2.5
609,274,2
778.5,277.62,3.125
1026,300.5,2
1028,300,2
1509,301,2
1511,301,2
1236,307.5,2
1138,309,2
754.12,311.38,2.875
691,321,2
1173,328,2
1173,330,2.5
1151,355.2,2.6
1435,356,2
589,372,2
1341,378,2
460,379,2
1018,390,2
1507,390,2
1509,392,2
1416,407,2
404.67,410,2.6667
403,412,2
447,440,2.5
1411.6,450.57,3.5714
1411,453,2.5
1413,453,2
1413,455,2
703,459,2
543,473,3
562,479,2.5
264,499,2
871,504,2
1279,504,2
563,516,2
1467,517,2
1127.2,518,2.4
827,519,2
829,520.71,2.5714
1167,524,2
1169,524,2.5
1235,527,2
1332,538,2
852,542,2
1281,545,2
1283,545,2
1396,545,2
1398,545.5,2
1281,547,2
1375,559,2
1526,563,2
641,579,2
1453,592,2
1397,599.5,2.5
1180,613,2
1226,615,2
1226.5,617,2
1231,619,2.5
499,638,2
493,660,2
1127,669,2
1129,669,2.5
577,672,2.6667
576,674,2
1261,676,2
238,677,2.5
1014,687.5,2
534,694,2
508,705,2
615,718,2
1470,721,2
914,748,2
933,749,2
1145,750,2
1145,752,2
1006,764,2
1147,766,2
1071,770,2
1086,772,2
1218,772,2
1323,781.5,2
1325,781,2
549,788,2
376,791,2.5
959,858,2
1180,903.33,2.3333
934,905,2
1353,920,2
974,925,2
1352,929,2
564,931,2
981,932,2
562,933,2
1270,947.25,2.25
1268,947.67,2.3333
1272,961,2
1346.5,964.5,2
1103,968,2
1101,970,2
1307,976,2
1207,997,2
634,998,2
1339,1011,2
1293,1018,2
1295,1018,2
1400,1018,2
1097,1020,2
1400,1021.2,2.5
1105,1028,2
712,1036,2
1132.3,1036.3,2
1189,1037,2
328,1049,2.5
1470,1050,2
1019.7,1064,2.6667
1504,1082.8,2
1001,1086,2
1003,1086,2
1342,1091,2
1356,1092,2
847,1094,2
1467,1096,2
992,1104,2
280,1106,2
1144,1107,2
280,1108,2
1146,1108,2
1564,1113,3
1400,1121,2.75
1548.5,1133.5,2.5
1568,1146,2
255,1147,2
1061,1164,2.5
1063,1164,2
1061,1166,2
950,1171,2
948,1172,2
950,1173,2
1500.5,1173.5,2
1292,1175,2
1290,1179,2
1533,1196.7,2.3333
1265.5,1199,2
1564,1203,2
1256,1216,2
1555,1226,2
523,1240,2
525,1240,2
1500,1240,2
1244,1247,2.5
936,1255,2
1124,1255,2
1256,1258,2
1275.3,1258.3,2.6667
1222,1264.5,2
1224,1264.5,2
1228.7,1266.7,2
985,1277,2
986,1279,2
1235,1280,2.5
1117,1282,2
1316.3,1298,2
767.57,1298.9,2.8571
674,1299,2
643,1303,2
1319.5,1304,2
1444,1306,2
1446,1306.3,2.6667
1096,1307,2
1098,1307,2
1080,1320,2
1080,1322,2
1336,1322,2
666,1338,2
322,1340,2
1125,1350.5,2
1387,1355,2
656.5,1360,2
841,1364.8,2.4
694.67,1373,2.3333
695,1375,2
580,1383,2
1443,1395,2.5
904,1408,2
1021.7,1408.8,3.2308
906,1410,2.5
1021,1411,2
906,1412,2
908,1412,2
739,1414,2
741,1414,2
533,1415,2
827,1418,2
1033,1436,2.5
751,1451,2
753,1451,2
1240,1460,2
1002,1463,2
1482,1464,2.6667
1004,1465,2
1374.3,1468.3,2
996.33,1469.8,3.7333
700,1476,2
702,1476,2
702,1478,2
1228.9,1481.3,2.8889
1579,1480.5,2
1018,1489,2
613.62,1495.8,2.375
1548,1495,2
1550.5,1495,2
424,1496,2
424,1498,2
1626,1503,2
1628,1503,2
1569,1507,2
1226,1512,2
1071,1521,2
878.5,1527,2
1449,1541,2
1451,1541,2
1403,1550,2
949,1554,2
722,1560,2
868,1560,2
1615,1565,2
1615,1567,2
1630,1578.5,2
1593.5,1590,2.6667
645,1596,2
1531,1600,2.5
1533,1600,2.5
1528.6,1602,3
1531,1602,2
1533,1602,2
843,1604,2
1528,1604,2.5
828,1614,2
934,1641,2
1614,1643,2
1616,1643,2
1179,1653,2
1478,1656.1,3.0882
1185,1659,2
477,1661,2
1332.1,1663.7,2.7143
1327.3,1664.3,2
1288,1666,2
1290,1666,2
1323,1676,2
1587,1679,2
1129,1683,2.5
1012,1688,2
1024,1687,2
1027.1,1687.8,3.25
1026,1694,2
1495,1696.5,2
770,1701,2
1586.5,1701,2
1116,1707,2
1118,1707,2
1483,1707,2
740.75,1709.6,2
734,1710,2
1369,1710,2.5
978.5,1722,2
978,1724,2
1116,1730,2.5
1399,1759,2
1401,1759,2
1047,1768,2
1049,1768,2
944,1775,2
771,1778,2
811,1779,2
1565,1805,2.4
1564.3,1807,2.3333
760,1810,2
1512.5,1813,2
1192,1815,2
863.43,1829.1,2.8571
1070,1828,2.5
847,1829.5,2
849,1829.5,2
1236,1830,2
908,1837,2
906,1839,2
908,1839,2
900,1848,2.5
949,1855,2
822,1860,2
1333,1865,2
1094,1869,2
1096,1869,2
1094,1871,2
1605,1878,2
1318,1887,2
997,1892,2
999,1892,2
999,1894,2
1541,1926,2
1353,1929,2
868,1932,2
1345.3,1941,2.3333
1415,1946,2
1411,1951,2
1398,1976,2
1466,1976,2
1260,1987,2
1262,1987,2
1260,1989,2
1415,1998,2
1415,2000,2
1640,2004,2
1033,2010,2
1455,2013,2
817,2020,2
817,2022,2
1467,2023,3
1443,2039,2
1445,2039,2
1143,2041,2
1445,2041,2
1103,2058,2
1515,2059,2
1208.7,2071.7,2
1073,2074,2
1129,2077.5,2
1131,2077.5,2
1213,2077,2
893,2088,2
485,2110,2
417,2128,2
1603,2134,2
1527.5,2159,2
842,2233,2
746,2262,2
821.33,2269.4,2.3333
1199,2342,2.5
1548,2356,2
1089,2397,2
1490,2409,2
1540,2411,2
1542,2420,2
1460,2429,2
405,2498,2
1545,2617,2
1199,2642,2
1199,2644,2
1248,2711,2
1246,2713,2
607.5,2813.5,2
1384,2818,2
1382,2818,2
1185,2869,2
1187,2869,2
1185,2871,2
1187,2871,2
408,2889,2
1015,2898,2
741,2934,2
740,2936,2
742,2936,2
1377,2962,2.5
1379,2962,2
1322,135.5,4
1365,166,3
867,212,3
892,220,3
284,229,3
448,253,3
247.4,281,3.8
601,289,3
1296,293,3.6667
753.33,309,3.6667
852,312.5,3
854,313,3
852,316.5,3
1140,322.5,3
1142,322,3
1108,336,3
1165,347,3
1147,352,3
1415,359,3
1083.8,361,4.25
1413,361,3.5
1415.2,361.4,4.4
721,375,3
723,377,3
706,378,3.5
1020,390,3
796,421,3
1270,421,3
1410,423,3
804,424,3.5
630,441,3
362,467,3
1340,474,3
579,476,3
1399.7,480,3.6667
262,497,3
264,497,3
273,513,3
1128,516,3
1169,522,3
331,525,3.5
360.25,541,4.25
705,604,3
703,609.67,3
1190,612.5,3
802,637,3
800,639,3
802,639,3
1196,641,3
535.67,694,3.6667
506,705,3
1135,705,3
1135,707,3
422,738,3
1345,741,3
420,746,3
1073,770,3
1073,772,3
1488.4,772.88,3.5
1325,777.5,3
1108,790,3
357,806,3
357,808,3
1252,812,3
838.33,828.4,3.6667
1094.5,831,3
957.5,853.33,3
968,856,3
321.56,863.44,3.6875
1151,869,3
1345,869,3
856,878,3.5
1197,879,3
856,880,3.5
856,882,3.5
602.57,886.14,3.5714
1502,927,3
1089,937,3
1090.8,960.75,3
1162,967,3
1279,968,3
1301,973,3
1298,975,3.5
1250.5,984,3
538,996,3
540,996,3
1525.8,997.83,3.6667
1154,1008,3.5
1152,1008,3
878,1009,3
1071,1010,3
1070,1012,3
959,1036,3
1401,1038.5,3
1106,1044,3
1348,1045,3
987,1060.5,3
1328,1068,3
1330,1068,3
437,1074,3
1575,1075,3
1001,1082,3
1155,1083,3
1157,1083,3
1001,1084,3
891,1110,3
1441,1115,3
1028,1133,3
941.67,1136.3,3.5
1284,1149,3.5
978,1152,3
1166,1161,3
903,1164,3
1228,1165,3
505,1176,3
919,1179,3.5
854,1187,3
1448,1212,3
523,1238,3
1136,1242,3
1561,1244,3
1544,1255,3
1118,1257,3
1449,1263,3
1449,1265,3
1239,1282,3
1247,1295,3
1095.8,1296.5,3.3333
1188,1298,3
1190,1298,3
937,1303,3
1066.5,1321.5,3
322,1331,3
666,1334.5,3
460,1354.2,3.25
462,1354.2,3.25
487.5,1354,3
1151,1359,3
695,1371,3
1266,1387,3
739,1392,3
570.86,1394.6,3.5714
341,1395,3
1443,1397,3
1276,1398,3
1410,1398,3
1276,1400,3.5
906,1408,3
1286,1432,3
1008,1432,3
1033,1434,3
1035,1434,3
1035,1436,3.5
372,1445,3.5
1528,1452,3
1528,1454,3
1087,1457,3
1454,1457,3
1085,1459,3.5
1087,1459,3.5
1482.6,1462,3.4
1073,1468,4
1075,1468,3
1073,1470,3
1516,1476,3
1010.7,1483.6,4.2857
422,1496,3
422,1498,3
1530,1500.5,3.5
549,1516,3
511,1521,3
883,1527,3
1553.6,1536.6,3.4
1469,1542,3
1471,1542,3
648,1559,3
648,1561,3
695,1565,3.5
367,1583,3
380,1589,3
1177.4,1605,3.6
1180,1605,3
1182,1605.5,3
499,1622,3
499,1624,3
828,1636,3.5
830,1636,4
830,1638,3.5
1372,1660,3
1372.5,1662,3
787,1664,3.4
1378,1663,3
1394,1681,3.5
1587,1681,3
1016,1687,3
1028,1690,3.5
913.83,1696.5,3.8333
1367,1711,3
1456,1720,3
524.79,1724.4,4.4167
1149,1747,3
1151,1747,3
1540,1747,3
1182,1754,3
1076,1755,3
1471,1760.5,3
1401,1763,3
786,1768,3
716,1775,3.6667
842,1775,3.6667
1340,1785,3
688,1788,3
916,1792.5,3
918,1792,3
912,1793,3
918,1794,3
1555.5,1798,3
1568,1805,3
1561,1823,3
1561,1825,3
1070,1830,3
880,1836,3
485,1844.5,3
487,1844.5,3
1459,1844,3
1201,1848,3.5
791,1876,3
1315,1882,3
1480,1887.5,3
1112,1888,3
871,1909,3
871,1911,3
864,1930,3
868,1930,3
1261,1944,3
1297,1955,3
1434,1977,3
1436,1977,3
1562,1981,3
1448,1984.3,3.6667
921.38,2009,3.75
808,2010,3
785,2020,3
787,2020,3
785,2022,3
787,2022,3.5
541,2050,3.5
539,2052,3
1108,2062,3
1164.7,2064.3,3
1091,2065,3
1209,2076,3
1211,2076,3.5
702,2088,3
1329,2100,3
1335,2125,3
598.8,2146.2,3
1160,2159,3.5
1526.5,2161,3
1346,2177,3
1259,2201.5,3
1636,2222,3
1638,2222,3
1636,2224,3
1673,2265,3
1393.5,2297,3
1394,2299,3
1393,2301,3
1394,2303,3
732,2325,3
526,2329,3
704,2382,3
702,2386,3
1618,2394.5,3
1623,2411,3
1508,2428.7,3.6667
1401,2441,4
1154,2454,4
1376,2488,3.5
1317,2504,3
1317,2506,3.5
1585,2543,3
679,2575,3
680,2577,3
1306.5,2631,3
1600,2631,3
1306.7,2633,3.6667
1629,2639,3
525,2677,3
607,2708,3
607,2710,3
1700.7,2732,3.6667
570,2778,3
962.8,2792.8,3.8
1380.3,2821,3.6667
1239,2851,3
1664,2851.5,3
571,2883,3
1031,2902,3
880,2912,3.5
1548,2927,3
1287,159,4
1287.5,161,4
1067,164,4
1069,164,4
1152,168,4
1154,168,4
1264,201,4
491,203,4
610.67,268.33,4.3333
640,290,4
640,292,4
1249,297,4.6667
1165,345,4
723.5,371.5,4
726,372,4
1359,396,4
1359,398,4
1357,400,4.5
1359,400,4.5
796,419,4.5
798,419,4
1006,425,4
516,430,4
516,432,4
1178,432,4
1117.8,461.25,4
1115,462,4
1393,467,4
871,501,4
1167,522,4
1330,534,4
1332,534,4.75
598,538,4
600,538,4
1431.7,547.97,4.7097
1443,558,4
1427.7,559.33,4
790,572,4
1503.4,572.52,4.9655
1412,581,4
1001,582,4
1001,584,4
1407.5,584.12,5.4118
703,587,4
705,587,4
1495,600.52,4.9745
1452,593,4
1202,596,4
1456,597.5,4
1462,605,4
998,638,4.5
1189,640,4.5
1193,644,4
723,645,4.5
