"col","row","z"
1291,130,0.5
1136.3,145.86,0
1132.5,149,0.5
604.5,150.25,0.75
977,151,0
1433,152,0
605,153,0
664.5,155.2,0.6
1339,160,0
1281,164.24,0.8621
869,163,0.5
832,166,0
905,171,0
907,171,0
823.77,175.08,1.4615
917.5,178.67,0.3333
1490,178,0
602.25,182,0
697,181,0
602,185,0.5
1201,191.5,0
1476,193.5,0
1474,193,0
977,194.14,0.7143
627,195,0
1084,195,0
851,197,0.5
853,197,0
1498.8,197,0.8
621,199,1.3333
1409,199,0
1393,201,0
1264.6,201.13,1.4
1393,203,0
1486,203,0
1488,203,0.5
1265,205,0
867,212,0.5
983.75,213,1.25
983,215,1
908,217,0
401,220.5,0
1394,221,0
1275.5,222.5,0
685,223.5,0
1278,223,0
1435.6,225.38,1.0833
1551,225.17,1
1538,227,0.3333
963,232.11,1.1111
1179.5,231.5,0.5
1304.2,231.53,0.4706
1405,232,0.5
1407,232,0
965,232.83,0.6667
1026.5,233,0
935,235,0
941.67,235,0.3333
1027,235,0
1441.7,235.63,1.3333
1482,237,0
1438.5,238,0
532,241,0
534,241,0
1478,247,0
375,250,0
377,250,0
379,250,0
1479.8,251.4,0.2
377,252,0.5
1226.5,252,0
995.44,256.28,1.4444
788,256,0
664,259.5,0
422.67,259.22,0.6667
687,261.5,0
1140,261,0
425.5,262,0
1236,269.5,0.5
1061.5,271,0
1003,277,0
1150,276.2,0.6
663.5,277,0
1487,278,0
818.16,281.06,1
1511.4,281.85,0.7692
915,281,0
893,282,0
955.62,290.88,0.875
992,292,0
956,294,0
994,294,0.5
1076,294,0
900,295,0
295,299,0
471.6,300.4,1
491.67,301,0.3333
983,301,0
492,303,0
603,303,0.5
647.5,306,0
813,307,0.5
1337.5,308,0
747.08,311.38,1.1538
368,312,1.2
587,314,0
871,318,0.5
1139,323.33,0.3333
992,324.5,0.75
647,327.5,0
407.25,328,0.75
869.67,328.67,0
1002,328,0
1162,329.67,0
357,332,0
1246,332.6,0
715,338,0
1016.2,338.86,0.8571
1281,339,0.3333
1032.6,342.86,0.7143
1132,343,0.5
1090,346,0
1352.5,347,0.5
1130,351.67,0.6667
1542.9,352.5,0.625
1093.2,354.75,0
1409.5,355.5,0
1420,357,0
1529,357,0.5
1103.7,359,0.8667
1408.8,361.13,1.0645
1346,360,0
1107,362,0
1352.4,365.88,0
855.5,365,0
1552,366.86,0.2857
1333,367,0
1549.6,366.92,0.5833
856,367,0
1446.2,370.47,0.9412
1004.3,371.22,0.7778
1373,372,0
1277,374,0.5
1338,376,0
1216,381,1
1218,381,0
1374.9,388,0.3571
1018.5,387,0
1520,388,0
1128,390,0
567,393,0.3333
1295,396,0
691,398,0
1108,406.06,0.9412
1414.2,405.33,0.6667
559,406,0
968.12,411.75,0
1165,410,0
1167,410,0
1245,411,0
271.5,414,0
1024,414,0
526,415,0
913.72,415.33,1.5
1246,415,0
1024,416,0
1293,422.33,0.6667
984,422.4,1
1259,427.33,0.6667
1514.7,428.5,0.75
999.5,431,0
1132,431.5,0.6667
1134,432,0.5
1283,431.25,0.75
244,433,0.5
246,433,0.5
999.5,433,0
1283,434.5,0
635.5,438,0.5
673,438,0
979.57,436.71,0.7143
1131,438,0
958.8,439.6,0.6
1397,441.5,0
419,445,1.2
809,445,0
1166,444.67,0.6667
809,447,0.5
1187,452.5,0.5
1400,452.5,0
322,455,0
1384.6,453.92,1.1667
321.5,457,0
679,458,0
1300.3,459,0
1213.9,467.71,0.6071
1251,467.2,0.5333
1399,468.11,2.3704
1550.5,470,0.5
950.5,471.12,1.5
1288,471.5,0
972,474.8,0.4
1555,474,0
1559,476,0
1000.5,476.85,2.2963
916,480.6,0
1335.7,481.67,0
1161.7,485.68,1.1364
328.8,495,1.2
1008,495,0
1274,495,0
1276,495,0
1323,495.8,0.4
1325,497,0
492,500,0
1093.5,501,0
1185.8,507.73,0.4
1524,510,1.2857
1526,510.33,1.5
1528,510.67,1
1120,514.3,0.6957
1301,513.8,0.7
973,514.71,0.7143
1289.5,515,0
628,516.5,0
1290.5,519,0
1310,519,0.5
1561,519,0
512,520,0
797.5,524,0.5
1405.2,524.25,0.5
1091,524.67,0.6667
1431.8,525.5,0.75
336,528,0
346.4,528.8,0.4
338,530,0
916,534,0
913.5,536.5,0
1110.7,535.33,0.3333
1108,536,0
1215,537,0.5
1215,539,0
1193.6,542.3,0.5
1264.7,542,0.6667
1534.5,542,0
1101.4,545.44,0.5556
1266,544,0.5
1412.9,545,0.4545
730.33,545.67,0.3333
1446.1,545.94,1.375
1539.2,547,0.75
570,549,0
572,549,0
572,551,0
867.8,552.53,0.9333
589.57,556.14,0.5714
913,559,0
915,559,0
917.33,559,0.6667
395.8,559.2,0.8
1251.2,561,0.6
1254,561,0
1251,563,0
1087,564,0
1250.5,565.5,0
723,568,0
1525,568,0
1527,568,0
1421.5,569,0
1433.7,571.14,0
589,570.5,0.5
1377.6,572.4,0.2
455.3,575.83,1.3043
1389,574,0
1128,579,0
1530.8,579,0.6
486,580,0
1260,579.6,0.6
1130,581,0
1532,581,0.6
1207.1,586.43,0.4286
1234,585,0
1547,587,0
1193.8,593,1
1133.5,594.5,0
1229,594.5,0
1298.5,594,0
696,598,0
1031,600,0.5
753.75,600.75,0.5
1330,604,0
1332,604,0.5
753.88,605,1.375
1017.8,607,0.25
482.5,608.79,0.7143
698.36,608.14,0.5714
1271,609,0
1405,611,0
698.67,613.67,0.8333
1294,614,0.5
1346.5,615,0
1226.2,616,0
657.9,618.5,0.6
1222,621,0.5
388.57,624,0.2857
1070.5,635.8,0.6
673.5,639,0
1360,639,0.5
1358,641,0
1244,645,0
942.19,646.94,0.875
739,647.91,1.1818
763,654,0.5
740.29,657.29,0.7059
449,658,0
826.5,659,0.5
1074.8,658,0.75
709.43,661.29,1.4286
829.5,661,0
871,661,0.5
918.5,662,0
1403.5,666.5,0.75
867,669,0
1246,676.5,0
1084.5,678,0
1161,681.5,0.3333
1077.5,681.5,0
1249,681,0
413,683,0
1539.3,684.33,0.5
1119.4,684.8,0.6
1260,687,0
1262,687,0.5
853,690,0
