"col","row","z"
523,314,0
659.5,323,0
1229,399.5,0
1339,403,0.5
512,430,0
584.5,433.5,0
611.5,434,0
683.5,434,0
1275.4,452.4,0.6
1061,487.75,0.75
1449,511,0
907,514.5,0
1538.7,525,0.3333
606,537,0
490,548.67,0.6667
611,567,0
1465,569.5,0
1250.6,578.2,0
929,597.5,0
1163,596,0
1614,597,0
1466,622,0
931,631,0.5
931,633,0
1497.5,633,0
931,635,0
1308,641.5,0
852,651.5,0
1008,664.6,1.2
792,689,0
1085,721,0.6667
1002,733.5,0.5
1482,752,0.5
1065,796,0
712,797,0
551.17,800.33,1.6667
1230.8,812,0.4
475.8,839.6,0
850,849,0
744.5,851,0
1429,860,0.5
685,862.8,0.8
1428.8,863.75,0.75
1139.5,878,0
916.67,884.33,0
390,891.5,0
899.5,895,0
1238,906,0
966,909,0
1517,913,0
1401,916,0
1508.6,916.57,1.5714
841,925.5,0
359.5,937.5,0
553,947,0
1274,957,0
1317,957,0
804.5,963,0
804,965,0
775,974,0
1226,984.5,1
892,986,0
1286,987.25,0
729,989,0
801,1003,0
1493,1004,0
1005,1027,0
947,1085,0.5
1327,1104,0
718,1128.7,0.6667
1006,1252,0
487.5,1261,0
487,1263,0
486.67,1265,0.6667
846,1307,0.5
1514,1323,0
869,1342.5,0
1266,1346,0
943,1356,0
1534,1378,0
484,1380,0.5
460.67,1383.3,0.3333
1584,1402.3,0.3333
1651,1404,0
1000,1411,0
791,1429,0
1557,1463,0.5
576,1490,0
1340,1500,0
1034,1511,0
1130,1519,0
700.56,1521.8,0
429.5,1541,0
730.5,1543,0
404,1544,0
1322,1549,0
1322,1551,0
779,1562,0
686,1563,0.5
781,1567,0
1045,1567,0
1047,1567,0
615,1569,0
1001,1597,0.5
876,1601.5,0.5
1553,1608,0
824.71,1619.9,0.2857
1228.5,1620,0
1265.5,1623,0
1020,1635.7,0.3333
1387,1635,0
1558,1640,0.5
640,1642.5,0
1682,1642,0
965,1659,0
1422,1666,0
1431,1668,0
1480,1668,0
1609,1668.5,0
1265,1675,0
709.38,1685.1,0.4615
717,1691,0
1268,1691,0
802.25,1698,0.75
744.25,1700,0.75
1691,1704,0
1390,1709,0
900.83,1712.8,0.9167
694.5,1719,0
1147,1743.5,0
1149,1743,0
941,1758.5,0
1432,1774,0
1434,1774,0.5
1432,1776,0
1434,1776,0.5
1370,1782,0
1081.5,1801,0.5
1293.5,1806,0
1084,1808,0
1582,1816.5,0
1464,1843.5,0
798,1864,0
1629.5,1874,0
562.6,1876.4,0
1364.5,1876,0
566,1881,0
1654,1884,0.5
1146,1889,0
1341.7,1899,2
1343,1901,0
1418.5,1902,0
364.11,1931.1,0.6667
1000,1935,0
1285,1953,0
705.5,1960.5,0
1601.6,1962.3,0.2857
717.82,1964.2,0.3636
580,1976,0.5
1232.7,2018.6,1.2857
1131,2022,0
1126,2025,0
1278,2031,0
1206,2038,0
870,2044,0
1071,2061,0.5
1066,2067,0
934.5,2087.5,0
884,2089,0
1459,2092,0
1513.5,2093,0
897,2103,0
1473,2117,0
905.5,2187.2,0.75
1069,2199,0
1401,2208,0
1203,2242,0
1072,2279,0
747,2293,0
1643,2311.3,0.6667
1307,2314,0
1066,2335,0
1443,2363.5,0
1441,2365,0
569,2489,0
1126,2504,0
1229,2517,0.5
505,2548,0
1164.2,2547.6,0.8
1496,2550,0
1242,2568,0
917.44,2574.1,1.125
1523,2582,0
1074,2583,0.5
656,2587,0
1564.7,2606.7,0
899.25,2613.2,0
1576,2612,0
744.5,2613,0
828.5,2622,0
1305,2630,0
1494,2648,0.2
1429.5,2653.5,0
630,2658,0
864,2664,0
1386,2671,0
943,2696,0
1446,2696,0
780,2697,0
961,2705,0
1483,2705,0
1485,2705,0
684.5,2713,0
763,2730.5,0
1421,2740,0
1456,2741,0
1407.5,2751,0
1406,2777,0
1733.5,2800.5,0
1668,2821,0
1018,2870,0
1136,2882,0
1307,2903.3,0
1507,2912,0
1545,2922,0
1150,2939,0.5
1468,2966,0
1216.7,2995,0.6667
1582,3025,0
1119,3038,0
794,3050,0
1300,3060,0
1654,3110,0
1135,3117,0
1137,3117,0
1255,3165,0.5
1148,3179,0
1271,3179,0
1206.5,3189,0
1168,3191,0
519,311,1
447,312,1
684.33,333.33,1
801.5,356,2
738.5,375,1
907.5,394.35,2.2
934,401.5,1
927,410,1
431,418,1
380,423,1
842,425,1
334,428,1
711,435,1
1200.3,449.67,1
1278,453,1.5
946,475.33,1.6667
307.5,480,1
818,485,1
886,489.5,1
1226,493,1
1535,494,1
946,497,1
1225.3,497.5,1.6667
1332,500,1
1265.3,501.33,1
1097,502,1
1342,509,1
728,513,1
655.5,524,1
655,526,1
1060,526,1
1194,529,1
379.5,539,1
1289.8,549,1.25
1146,551,1
1374,569,1
1467,569,1
1438,576.5,1
926.5,578,1
1240,581,1
1068,587.5,1
1044,590,1
1292,596,1
581,597.29,1
1048,598,1
625,599.5,1
518,603,1
604,619,1
1272.5,620,1
826,621,1
1047,630,1
1522,634,1
724,640,1
854,642,1
1062,645,1
1062,647.5,1
475,651,1
679,658,1
681,658,1
927,659,1
611,673.5,1
1062,673,1
1055.5,679,1
864,693,1.5
682.33,696.67,1
1259,702,1
769,715.5,1
1084.7,716.67,1.3333
772,727,1
422,741,1
1560,747,1
897,748,1
965,753,1
1290,758.5,1
1224,761.5,1
1229,765,1
1309,765,1
1035.5,776,1
782,779,1
384,792,1
766,794,1
478.4,796.8,1
948,799,1
1232.5,810,1
1134,823,1
701.67,832.83,1
893,834,1
576.2,835.4,1
582,846,1
533,849,1
1424,849,1
1293,865,1
297,875,1
968,883,1
1163,896,1
473,902.5,1
1459,907.5,1
1575,922,1
792,924,1
794,924,1
1122.2,926.25,1.5
682,934,1
1017,936.5,1.5
1223.5,937,1
616,940,1
1176,954,1
1218,961,1
1499,964,1
604,984,1
567.33,988.33,1
403,992,1
1041,1001.5,1
289.13,1005.7,2.0667
1495,1004.5,1.5
432,1006,1
982.33,1008.7,1.5
1240,1034,1
1037,1050,1
776,1055,1
1085,1056.5,1
1076,1060,1
1280,1061,1
1224,1068,1
213,1070,1
215,1070,1
213,1072,1
1264.9,1076.6,1.8929
1217,1084.5,1
210.55,1090.1,2
872,1090,1
1133.5,1094,1
1449.5,1104.8,1.1667
865.5,1105.5,1
1235.5,1119,1
1255,1132,1
1421,1140,1
877,1143,1
1393,1146,1
1242,1151,1
1250.7,1175.3,1
570,1190,1
1152,1201,1
632,1203.5,1
974,1229,1
1013.6,1232.9,1.8571
959,1239,1
1061,1261,1
1596,1269,1
1454,1273,1
1537,1278,1
1603.5,1286.5,1
1152,1294,1
474,1299,1
817,1302.2,1.0556
870,1320,1
1393,1326,1
1393,1328,1
873,1340.5,1
527,1346,1.5
1450,1349,1
1656,1349,1
704,1358.5,1
943,1358,1
1437.7,1380.3,1
1096,1393,1
1108,1394,1
1061,1396,1
1649.4,1403.2,1.8
727.5,1422,1
1170,1430,1
513,1431,1
899,1431.5,1
1392,1432,1
897,1433,1
837,1444,1
1261,1453,1
834,1455,1
663.5,1459.5,1
1659,1463.5,1
378,1466,1
768.5,1493.5,1
1212,1500,1
1235.5,1505,1
707,1510,1
1411,1514,1
730.33,1515.3,1.5
993,1519,1
832.2,1526.2,1
683,1532,1
1420,1534.5,1
870,1543,1
1569,1547,1
773.5,1552,1
626,1557,1
1698,1568,1
590.33,1612.3,1
637,1615,1
832,1619,1
1125,1646.5,1
1015,1648,1
915,1670.5,1
453,1684,1
872,1691,1
882,1697,1
1267,1697,1
429,1702,1
397,1708,1
1211,1708,1
968.5,1716,1
1626,1716,1
495,1727,1
814,1745,1
815,1747,1
776,1751,1
818.5,1761,1
1020,1762,1.5
1426,1767.5,1
1304,1775.5,1
349,1782,1
803,1791,1
983.5,1793.5,1
1628,1803,1
748,1804,1
677,1817,1
1585.5,1817.5,1.25
488.5,1819,1
1189,1822,1
1222.1,1833.4,1.6
1144.5,1858,1
1244,1885.5,1
1372,1888,1
1645,1899,1
626,1902.5,1
1266.2,1915.3,1.3333
1645,1925,1.5
960,1938,1
1351,1941.5,1
1620,1942,1
1355,1944,1
1254.5,1950.5,1.5
639,2010,1
1322,2018,1
1216,2019.5,1
1237,2019,1
1082,2027,1
450,2031,1
1015,2058,1
1071,2063,1
994.5,2069,1
1318.3,2072.3,1
1566,2095,1
810,2098,1
1217.5,2102,1
449,2105,1
771.33,2106,1.6667
