"col","row","z"
513.5,300.5,0
457.25,301.75,0.25
602.5,311.5,0
678.56,319.44,1.1111
561.67,321.33,0
381.2,325.9,0.8
676.71,324,0
462,325.67,0.3333
688,327,0
721.8,331.6,0
759,332.5,0
579,333.5,0
595,333,0
597,333,0
683.75,335,0
712,334,0
558.75,335.75,1.375
816,335,0
463,337.5,0.5
725.25,337.5,0.25
778.33,338.83,0.3333
768.67,339.33,0
880.7,342.3,0
521.5,342.5,0.5
550.5,345,0
727,345,0
551.4,347.2,0.6
795,347,0
841,348,0
867,349,0
668.56,350.78,0.6667
682.77,354.38,0.6923
532,353,0
502.83,354.83,0
404,357,0
494,358.5,0
740.6,358.8,0
791.6,358.2,0.6
877.67,358.67,0
697.5,359,0
453.2,364,1
1056.2,363.25,0.5
385.25,365.25,0.5
805.33,368.67,0
670.71,369.14,0.7143
874.22,369.78,0.6667
382.43,374,0
1066.9,373.3,1.3
438.71,375.5,1.2143
372.5,376.25,0.75
1109.8,376.25,0.25
1056,378,0.5
496,379,0
502,379.5,0
570.67,379.67,0
552.33,384.33,0
464.42,386.62,1.125
735.17,385.83,0
743.44,387.12,1
505.33,386.33,0
872.5,386.5,0
533,390,0
715.33,390.33,0
738.8,391.2,0.6
964.67,394.67,0
1260,395,0
999,396,0
1186.2,397.95,0.6
1214.7,396.33,0
415.75,398.5,0.8333
898.71,397.76,0.8571
992,397,0
407.94,399.12,0.875
1231.5,396.62,2.5588
864.2,400,0.6
413,401,0
663.45,399.64,1.9091
1065.6,402.2,0
499,402.67,0.3333
956.62,403.69,0.5385
501,403,0
1316,405,0
1342,405,0
480.67,406.33,0
907.67,407.17,0.1667
1298,406.75,0
557.77,410.42,1.0385
883.5,408.17,0.6667
1133,407.5,0
362,408.5,0
769.31,409.38,0.3846
961.89,408.44,0.6667
412.5,409.5,0.5
926.91,411.36,1.2727
875,413.25,0
391,415,0
956.88,415.5,1.25
1195,416.5,0
710,417.86,0.5714
1100,417.43,0.7143
990.73,416.13,0.7333
545,419,0
860,419.75,0
479.5,420,0
506.5,420.5,0
513,420.5,0
363.75,422,0.75
870,423,0.5
918,424,0
1262.5,423.5,0
1292.7,423.67,0
480.4,423.6,0.8
1359.8,425.25,0
440.33,425.33,0
540,426,0.5
1002.5,426,0
1122,427,0.5
691.27,428.27,0.2727
525.43,428.86,0.2857
761.5,428,0
1061,428.5,0.5
1179,429,0
1357.2,429.67,0.6667
639,432,0
641,432,0
537.5,435.5,0
611,434.75,0
693.62,435.15,0.3846
709.5,434.5,0
1150.1,434.67,0.8889
1539.5,434,0
511.67,435,0.6667
587,435,0.5
760,434.75,1
843.5,436,0
595.9,438.6,1
1216.5,438,0
1100,439.14,0.5714
495.85,439.77,1.1538
754,440.5,0
623,441,0.5
402,443.2,0.4
546,442.75,0
944.67,442.33,0
1016.6,440.21,2.2917
655.5,443,0
551.33,444.67,0
992.5,444.75,0.4167
929.5,445,0
1038.8,446.17,1.1667
404,448,0
651.75,450,0
1006.5,449,0
1069,449,0.5
1588,449,0
483.91,451,0.4545
718,450.33,0.3333
1273,450,0
492.86,451.71,0.5714
636,451,0.5
1117,451.75,0
984,452,0
1209,452,0
480,453.25,0.25
1038,453,0
1128,453.75,0
1199,453,0
456,454,0
1163.9,454.14,0.4286
544.17,455.33,0
1089.3,455,0.3333
1517,455.67,0.3333
621,456,0
502.52,456.67,1.9524
1199,457.75,0
429,458,0
431,458,0
490.53,458.6,1.3333
1164,459,0
1355.5,459.83,0.3333
737.83,462.33,0.5833
1170,462,0
1229.3,463.41,0.8182
1537.2,463.83,0
434.5,465,0
681.33,465.33,0
1542.5,466,0
1116.8,466.39,1
1347.8,467,0.2
1376,466,0
1378,466,0.5
1398,466,0
492.14,467.43,1.4286
1003,467,0.5
1053,467,0
1180.5,468,0
305.5,469.75,0.25
324,469,0
460,469,0
539.71,471.43,0.1429
545,471,0
727.89,472.22,0
850.8,471.4,0.8
956.29,472.07,2.1778
1254.5,473,0
521.45,475.92,1.2368
756,474,0
