"col","row","z"
574,159,0
688.6,214,0.8
736,226,0
535,229,0
549,235,0
743.5,235,0
508,240,0
777.38,243.62,0
818.2,265,0.2
797,265,0
754.5,268.5,0
606.93,271.13,1.5333
634.67,282.33,0.6667
757.5,282,0
553.52,284.87,1.2174
825,284,0
688,285,0
870.5,286,0
544.5,288,0
729,295,0
606,297.67,0.3333
744,299,0
772,301.5,0.5
830.1,301.5,0.8
687,302,0
879,303,0
523,307,0
642.61,307.83,1.6667
598,308.5,0
656,309.57,0.4286
919.5,308.5,0
472,309.5,0
860,310,0
761.64,312.64,0.8571
915,312.5,0
851.5,315,0
898.5,316.17,0.1667
650,316,0
918.09,317,0.7273
713,318.5,0
768.5,321.5,0
762,322.5,0
796.5,325.5,0
905.2,326,0.2
470,325.33,0.6667
699,326.5,0.125
769,328,0
727,329.5,0
713,331,0
762.5,332,0
626.5,334,0
427,338,0
579.5,338.5,0
800,342,0
582,345,0.5
718,346,0
720.5,346,0
631.5,347.5,0
658.72,347.72,1.2222
767.4,348.2,0.6
819,349,0
762.5,351,0
651.5,354,1
750.5,356.5,0.5
854.33,356.33,0
629.71,357.71,0.5714
914.67,361,0.6667
1019.3,360.33,0
624.81,363.56,1.4375
1030.2,364.5,1.1667
585,364.5,1
749.5,364,0.5
575,371,0
580,371.5,0
852,371.5,0
756,374,0
879.43,375.57,0.4286
835,378.75,0
932.5,378,0
971.73,382.91,1.4545
720.34,383.13,2.0263
747,382,0
842.29,382.57,0.4286
618,384,0
835,384.5,0.5
483.68,388.5,1.9545
823.42,390.92,0
618,391,0
816,392,0
1115.5,392,0
592.33,394.33,0.5
732.5,395,0
819,397,0
776.2,398.4,0.4
493.83,400.83,0.5
744.67,399.67,0.6667
701.5,404,0
965.19,405.31,1.125
836.8,405.6,0
732.1,405.9,1
517.5,408,0.5
627,408.22,0.7778
484.6,410.2,1
710,410.5,0
1096,411,0
755.19,411.04,1.6538
844,412,0
736,413,0
738,413,0
1000.5,413.5,0
416.5,414,0
635,414,0
628,415,0
656,415,0
854.14,415.09,1.9091
781.33,417.67,0
785,417,0
830.13,418.6,0.3333
989,417,0
794,418,0
486.27,421.53,2.7333
969.5,420.5,0
498,420,0.5
700.87,420.53,0.7333
822.76,420.82,1.9412
479,421,0
854,422,0
954.5,421,0
510,423.5,0
649.5,424.5,0
496.25,426.5,0
610,427,0
791.71,428,0.4286
848.17,429.17,0
733.5,430,0.6667
806.33,429.33,0
649,431,0
1189,432,0
824.35,435.19,2.2692
661,434,0
1206.5,434,0
879,435.5,0
953,436.5,0.4167
997.5,435,0
683.06,435,1.75
1205,436.5,0
516.18,439.55,1.0909
1153,439.5,0
592.39,442.67,0.9444
1152,442.5,0
655.5,443,0
532.22,444.67,0.8889
726.5,446.6,1.5
587.5,447.67,0
942.52,447.2,2.36
620,448,0
935.17,448.33,0.6667
1147.3,449.14,0.2857
779,449,0
987.11,449.89,0.8889
1178,449.5,0
628,450,0
853.5,450,0
1191.5,451,0.6667
1172.5,451.5,0
703,452,0
716.43,455.36,2.3571
749,452,0
953,453.75,0.5
1195.7,454.71,0.7143
762.25,456.75,0.125
575,457,1
853.64,456.36,0.7273
691.67,458.83,0.5
891.67,459.33,0
897.25,459.25,0.25
836,460,0
1130.7,461.22,1
490,461.5,0
1149.5,461,0
957.57,462.14,0.4286
970,463,0.6667
972,462,0
754.4,463.8,0
509,465,0
1136.5,466,0
554,466,0
722.39,466.89,2.0556
1109.4,467.5,0
764.67,467.67,0
648.5,469,0.5
659.33,469.67,0
779.5,469,0
851.25,469.5,0.5
983,469,0
512,470,0
812.78,470.22,0.5556
507.33,471.67,0
534.67,472,0.5556
1118,471.8,0.4
964,474,0
662,475,0.5
862,474,0
1027.6,475.2,0
1102,474,0
812.5,475,0.5
898.39,477.32,1.9643
499.13,476.47,0.8
679.64,476.93,2.2857
906.22,477.22,0.6667
979.83,476.33,0.6667
984.23,476.23,0.9231
1171,477,0
605.72,479.39,1
690,478.5,0
852.3,477.4,1.3
930.8,478.4,0
1147.3,478.87,1.8
562.25,480.25,0.25
746.5,480,0.5
775.5,480,0
988,481.2,0.4
475,482.4,0.2
799.5,482.5,0
806,482,0
1047,482.5,0
534,484.5,0
582.33,485.33,0.6667
1052,485,0
672.5,486.5,0
1039.5,486.93,0.8667
1103,486.5,0
1025.2,488.82,1.5294
1033,487,0.5
758,488,0
714.4,490.8,0
966,489,0
644.67,491.67,0
659.67,491.67,0
1035.9,492.15,0.3846
1096,491,0
1145.4,493.94,1.9444
624.5,493,0.5
941.76,493.8,1.76
1042.1,495.91,0.7273
682.48,496.78,1.7391
848,496.5,0
1048.2,496.4,0.6
687.8,498,0.5
659,499,0
794.8,499.4,0.2
588.06,501.41,0.7647
663,500.5,0
1165,501,0
689.6,504.73,0.4667
1196.3,503.67,0
1045.9,505.4,0.6
1187,504.5,0
1141,505.75,0
1214.7,505.33,0
545,506,0
1054.1,506.89,0.7778
962,508,0
1122.4,508.4,0.6
652.36,511.86,0.4286
815.49,511.17,1.0286
1222.5,510,0
1231.7,511,0.3333
502.48,512.56,2.5556
594,512.5,0.5
1382.5,512.5,0
497,513,0
799,513.25,0
804.44,513.56,0.4444
1017.1,513.83,1.5833
1155,513,0
1247,513,0
1052.8,515.4,0
1090,517,0
1175.8,516.67,0.5
590.88,519,1.0588
647.25,518,0.25
1209,517,0
1237,517,0.5
613,518,0
695,518.5,0
515.29,520,0.5714
661,519,0
525.33,520.33,0
839,521,0
578,522,0
972.5,522.5,0.5
757.25,523.75,0.5
807,524.38,0.25
1000.8,524.11,1.9444
660,524.5,0
868,524.5,0
1102.4,524.73,2.4667
821,525,0
691.71,527,0
863.5,528.5,0
517.73,530.09,1
725.11,529.67,0.5556
807,529,0
1023.9,531.87,1.0667
467,531,0
696.5,531,0
1119.5,532,0
650,532,0
780.25,532.75,0.5
1072,532.75,0.5
515.89,535.56,1.1111
1225,534,0
1195,536.5,0.5
443.67,537,0.5556
972.18,537.91,1
865.5,538,0
1023.2,539.33,0
448.33,540.33,0
734,540,0
1283,540.5,0
628.2,540.6,0.8
744,541,0
1086.8,542,0
1097.2,543.93,1.0476
1120.5,541,0
492.5,542.5,0
757.91,543.45,0.0909
648,544.5,0.5
1055.5,544.5,0
1107.1,547.37,0.6316
1314.5,547,0
437.5,547,0
996.18,548.64,0.6364
367,550,0
495,552,0
430,553,0.5
454.5,553,0
631,553.75,0
854,553,0
1054,554,0.5
479.33,556.67,0
503.4,557.4,1.4
1021,557,0
644,558.5,0
719.17,559.17,0.3333
979.3,558.9,0.7
1367,558,0
867.5,559,0
1020,559,0
1085.8,559.45,1.1818
1323.6,560.2,0
726,560,0
806.33,560.17,0.5
1070.8,560.6,0
1130.5,561,0.5
493.62,562,1.5833
966.58,562.33,1
1113,561.67,0.6667
1358,562,0
974.5,563.5,0
1424,563,0
511,564.5,0
599.92,563.54,0.6923
734,565,0.5
1027.3,564.67,0
1351.7,564.33,0.6667
1366,565.5,0
442.73,567.91,1.7273
761.08,569.08,0.4167
905.88,566.62,0.875
1358.5,566,0
438,567.5,0
452,567.5,0
894.38,568.23,1.9231
922.6,568.8,1.15
450,568,0
523.25,570.75,0
1114.4,571.91,1.1818
729.8,571.6,0
975.33,571.17,1.1667
992.67,571.67,0
411,572,0
788.11,571.78,1
959.33,573.33,0
978.5,573,0
1025,573.5,0.5
898.56,574.89,0.4444
1082,574,0
426.33,575.33,0
739,575,0
815.6,575.4,0.4
925,575.8,0.2
494.5,576,0
867.33,576.67,0.6667
434.5,577,0
1327.1,578.58,0.5789
1398,577,0
507.83,577.83,0.6667
662,578,0.5
1076.8,579.9,0.1
1348.3,577.35,1.5
955.25,580,0
1358,579.71,0.5714
429.5,582,0
449.88,582.5,0.875
832.33,582.67,0.3333
995,582.5,0
733.5,583.67,0.3333
950,584.5,0
395,584.86,1.2857
506.5,587,0
959.6,586.8,1
1315,587,0
767.11,587.11,1.1111
459,589.5,0
519.33,589.33,0
429.5,590,0
656.14,590.64,1.5714
1114.5,590,0
1132.8,591,0.25
662.2,591,0.6
776.25,591.25,0.75
511,592.5,0.6667
942.5,592.5,0
852.81,595.62,0.25
838.12,595,0.75
679.37,598,1.5263
928,597,0
1008.5,598.25,1.3333
429.5,598.5,0
840.6,600.2,0
973.5,600,0
1039,600.2,0.6
1408.5,600.75,0.25
1415,600,0
529,601,0
1016.3,602.33,1.6111
1138.5,601.5,0
806.5,601.5,0.5
1212.8,602.85,0.5385
495,603,0
1051,603,0
1404.5,603.5,0
369.67,604.33,0
452.38,606.46,1.3846
820,607.22,0.1111
686,608,0
909.75,609,0
941,608,0
1334.2,610.6,0.6
805.5,611.5,0
1127,611.5,0
1413,611,0
1417.5,611,0
785.5,612.5,0.5
1268.4,613.2,0
1608.5,612.5,0
423,615.5,1
940.24,615,2.56
1260.4,614.57,1.1739
1214.3,615.67,0
1362.5,615,0
976.5,616,0
391,617,0
1006.5,617.5,0
1122.6,618.6,0
396.93,620.26,2.2787
1322.5,618,0
1243,619.5,0
447.4,620.6,0.8
816.2,622.5,0.8
1115,621,0
782,622.5,0.5
938.33,622.67,0
1098.7,622.33,0
1651.7,622.67,0
981.33,623.67,0
1115,623,0.5
1278,623.38,1.25
498.33,626,0.4444
611.29,624.14,0.5714
796.5,626,0
1121.4,628.61,1.0556
1591.3,627.33,0
768.29,627.86,1.1429
773.33,628.33,0
813.22,627.89,0.6667
1596,628,0
655.83,630.75,0.75
985,631,0
1588,632,0
1649,633.5,0
953.6,634.4,0.6
424.33,635.33,0
1139,635.5,0
877,636,0
1120.8,637.72,0.8333
786.33,637.67,0
1097.5,637,0
551.5,638,0
792.57,640.64,0
1343.7,639.71,0.8571
1353,639,0
1651.2,641.89,0.8889
973.56,641.89,0
798.33,642.67,0
944.5,642.5,0
431.57,643.43,0.4286
939.12,644.38,0.875
997,643,0
1003.2,643.6,0
1142,644,0
1551,644.5,0
742.55,647.09,0.2727
1338.8,645.23,2.5385
1519.3,642.93,2
527.5,646.5,0
535.5,646.8,1.4
987.17,647.17,0.6667
622.15,648.46,0.3077
1157,649,0
1313.5,648.5,0
1605,649,0.5
1265.1,649.86,4.4286
1410.2,649.4,0
967,650,0
1324.3,652.81,0.5
1591,650.5,0
556,651,0.5
1224,651.57,0.5714
1318.6,651.43,0.5714
524,652.4,0.5
774.2,652,0.4
896,652,0
1339.7,652.67,0
627.67,653.67,0
1572,653.5,0
1122.2,652.75,0.75
1508,654,0
805,656,0.5
959,657.5,0
1113,657,0
1369.7,657.67,0
1395.5,657,0
440.5,658.5,0
1001.2,658.5,1.25
544.5,659,0
1627.5,660,0
1121.5,664.5,0.6667
1393,661.83,1.3333
364.5,664.5,0
585,664,0
811.3,663.4,1
966.67,664.67,0
1261.9,664.71,0
1217.5,665,0
1516.5,665.64,0.6429
635.25,666.88,0.375
1105,666,0.5
953.75,666.75,0.5
971.33,667.67,0
1627,667,0
566.12,670.38,0.25
1256.5,669,0
641.33,671.67,0
768,671.5,0
907,671,0
1332,671,0
833.89,672.89,0.3333
1385.1,672.07,0.8571
1554.9,673,0.5556
645,673.67,0
1112.9,674.57,0
1143,674.55,0.45
812,674.33,0
650,675,0
750.95,675.05,2.5455
1133.2,675.5,0.25
1257.5,675,0
1584.3,677,0.3333
597,678,0.5
776.17,679.92,0.6667
1172.7,678,0.6667
1426.5,679.04,1.2917
1656.7,678.33,0
901.5,679,0
428,680,0
581.5,680.5,0
1119.5,680.5,0
1476.2,680.33,0.6667
413.5,681,0
1002.5,681,0.5
1033.4,681.8,0.4
1127,681,0
790.5,683,0
1713,683,0
1716.5,683,0
609.67,684.67,0
1030.5,685,0
1542.1,685.75,1.125
741,686,0
1024.7,686.43,0.5714
1469.5,686.5,0.5
662,687.5,0
1424,687,0
605.23,689.68,0.7727
1188,689.67,0
1424,689,0
1645,689,0
1653,689,0
596,690,0
600.3,693.1,0.1
1028.7,691.67,0
1622,692,0
414.33,694.5,0
448,694,0
746.71,693.29,0.4286
776.12,693.71,1.1765
1104.8,692.17,0.6667
792.33,694.5,1.1667
431,695.5,0
1077.5,695,0
1158.5,695,0
1582.4,696.2,0
1619,695.5,0
1755,695,0
784,696,0
1493.5,696,0
1508,696.5,0
1513.5,698.27,0.7333
843.57,698,0.5714
1032,697,0
411,698.33,0.6667
596.67,698.33,0
1308.3,698.67,0
1316.5,698,0
1441.6,699.29,0
958.5,699,0
1368.5,699,0
1394.7,699.67,0
1660,700,0
545,701,0
553.5,701.5,0
590.5,702.5,0.5
