"col","row","z"
275.75,70,0
468,131,0
846,144,0
862.5,147.5,0
862,152,0
231,168.5,0
267.5,173,0
1347,210.5,0
916.75,215.75,0.25
1322,221,0
510,230,0
360,240.5,0
489,250,0
491,250,0.5
345,255.5,0
706.5,307,0
272,323,0
196.5,339.25,0.75
727,417,0
726,428.5,0
748,467,0
448.56,486.22,0.6667
1043,513,0.5
1098,763.5,0
205,780,0
1156,859,0.5
380,914,0
417,919,0
859,934,0
770,940.5,0
853,956,0.5
380,968,0
380,970,0
243,1008,0
889.33,1037.3,0
698.93,1064.7,0.0667
1133,1077,0
647,1130,0.5
861,1144,0
1212,1177.5,0.5
1024,1185,0
234,1225,0
1048.9,1227,1.1429
349.63,1251.5,0
354,1251.5,0
311.4,1284.8,0
500,1310,0
498,1312,0
500,1312,0
445,1315,0
547,1346,0
291,1347,0
860,1404.5,0
1021,1470,0
762.5,1497,0
489.4,1500.8,0
481.25,1502,0
874,1503,0
532,1507,0
830.4,1533.4,0.9
985,1549,0
987,1549,0
987,1551,0
1027.5,1552,0
1022,1554,0
1028,1555,0
1109,1562,0
291,1566,0
982,1579,0
708,1586,0.5
1005.3,1592.1,0
821,1641,0
377,1651,0
685,1660,0
446,1661,0
1079,1751,0.5
859,1771,0
327,1791,0
806,1836,0.5
921.5,1907,0
1020,1910,0
873,1913.5,0
501,1937.2,0.4
486,1975,0
1015,1987,0
777,2020,0
656.5,2047.5,0
401,2055,0.5
401,2057,0.5
663,2085,0
603,2090,0
602.5,2092,0
453.25,2117,0
901.83,2150.2,0
850.43,2200.1,0.8571
949,2205,0
521,2220,0
333,2356.5,0
1014,2365,0
428.4,2378.4,0.7
304,2443,0
681,2450,0
362,2471,0
828,2515,0
525,2516,0
416,2536.7,0
974.5,2564,0
1046,2582.5,0
1044,2583,0.5
932,2597,0.5
605,2609.5,0
967.33,2648.3,0
983,2724,0.5
470,2748.5,0
941,2871.5,0
265,174,1
1290,206,1
926,239,1
834,244,1
620,274,1
514,322.5,1
183,337,1
726.75,345.75,1.5
904,350,1
1047,374,1
169,401,1
250,404,1
405.5,432,1
574,433,1
958,471,1
1027,496,1
1025.2,509.6,1.4
549.5,512,1
840,557,1
358,635.5,1
455,647,1
697.5,674,1
268,697.5,1
243,712.5,1
1239,787,1
413,829,1
816,840,1
559,841,1
