"col","row","z"
1597,212,0
1201.5,216,0
545,241,0
2553,246,0
2264.2,252,0
2269,254,0
2268,257,0
1618,270,0
1617.5,272,0
546,273,0
546,275,0
1155,280,0
2670,288,1
2670,290,0
1451,291,0
1746,319,0.5
2717,323.75,0.25
2087,332,0
2089,332,0
2087,334.5,0.5
1153,337,0.5
589,344,0
1017,345,0.5
2520,373,0
542,379,0.5
1284,389,0
1286,389,0
295,401,0
1093,437.5,0
2611,461,0.5
2802,463,0.5
2804,463,0
2668,464.5,0
2188.5,465,0.5
2666,465.5,0
841,467,0
747,470,0
456.5,487,0
2358,487,0.5
1885,495.5,0
1495,498.5,0.5
2119.5,499,0
2119,503,0
2030,511,0
2121,513,0.5
2421.8,514.12,0.9412
1252.3,517.33,0
354,522,0
1173,530.5,0
2161,532,1
1170,533,0
2776.8,538,1.25
714,543,0
716,543,0
714,545,0
2167,549,0
2167,551,0.5
1553,558,0.5
689,560,0
2815,562,0
705.5,563.5,0.5
1611,563.5,0
2815,564,0.5
2644,577,0
2644,579,0
2718,580,0
571,588,0
744.5,590,0.25
743.5,592,0
2243,594,0
2210,596.5,0
2395,597,0
1331,613,0
1084.8,620,0
1219,630,0.5
2440,635,0
2442,636.67,0.3333
575,638,0
575,640,0
2718,653,0.3333
958,655.8,0.2
2044,658,0.25
2175,664,0
2175,666,0
551,690,0
2143.5,690,0
2519,692,0
1573,694,0
2521.8,696.75,0
1127.5,728,0
1900,736,0
2808.5,752,0.5
2645,759,0
1025.8,767.89,0
2803,769,0.5
1274,785,0
2217,800,0
2274,800,0
2621,805,0
2280,806,0
2282,806,0
1185,816,0
965,832,0
2560,834,0.5
965,836,0
2590,839,0
2427.9,851.79,0.6429
421,856,0
421,858,0.5
2388,875,0.5
709,879,0
710.75,878.75,1.25
713,879.5,0
1728,885.5,0
1730,888.5,0
1716,921,0
2366,921,0
2366,925,0
947,929,0
1407,933,0
1386.8,935.67,0.4444
849,947,1
1803,980,0.5
1991.5,982.5,0
1847.7,987.67,0.6667
1417,999,0
694,1001,0
2794.1,1001.6,0.4286
782.5,1023,0
2748,1029,0
716,1051,0
1042.8,1055.4,0.5
2517.5,1055,0
2305.6,1056.2,0
219,1066,0
2045.7,1082.7,0
469,1092,0
1598,1095,0
483,1105,0
1817,1110,0
1816.5,1112.2,0.75
2052,1116,0.5
2770,1116,0.5
1938.4,1143.4,0.2
477.33,1150,0.3333
2032.2,1152.2,0.75
475.33,1154.3,0.3333
1284.5,1170,0.5
2368,1177,0
333,1181,0.5
1908,1184.7,0.5714
585,1186,0
1582.2,1191,0.6
1937.7,1210.3,0
1821,1214,0
796.83,1223.8,1.1667
2514,1225,0
1629,1227,0
1763,1228,0
1627,1229,0
1629,1229,0
283,1241,0.5
419,1246.5,0.5
2551,1248,0.5
1489,1262,0
1410,1271,0
458.36,1277.3,0.1818
861,1276.7,0.3333
669.22,1300.1,1.7778
1850,1307,0
511.8,1313.2,1.4
508.38,1317.6,1.25
889,1320,0.5
891,1320,0
1339,1322,0.5
1426,1332.7,0.3333
2428,1333,0
1324,1336,0
2216,1340,0
2315,1353.5,0
2311,1355.5,0
235.4,1369.2,0
233.5,1373,0
507.33,1391.7,0.6667
1034,1405,0
755,1405,0
754.67,1407.3,0
2203.5,1408,0.5
1036,1409,0
1038,1409,0
2496,1421,0
